Date,Security ID,Base Currency,Pricing Frequency,Investment Type,Domicile,Portfolio Currency,Fund Size (USD),NAV (Daily - USD),Management Fee,Annual Report Net Expense Ratio,Average Yield to Maturity (Long),Average Yield to Maturity (Net),Yield to Maturity,Asset Allocation - Cash (%),Asset Allocation - Equity (%),Asset Allocation - US Equity (%),Asset Allocation - Non-US Equity (%),Asset Allocation - Bonds (%),Asset Allocation - US Bonds (%),Asset Allocation - Non-US Bonds (%),Asset Allocation - Other (%),Equity Sector - Basic Materials (%),Equity Sector - Communication Services (%),Equity Sector - Consumer Cyclical (%),Equity Sector - Consumer Defensive (%),Equity Sector - Healthcare (%),Equity Sector - Industrials (%),Equity Sector - Real Estate (%),Equity Sector - Technology (%),Equity Sector - Energy (%),Equity Sector - Financial Services (%),Equity Sector - Utilities (%),Equity Country - Belgium (%),Equity Country - Brazil (%),Equity Country - Canada (%),Equity Country - China (%),Equity Country - France (%),Equity Country - Germany (%),Equity Country - Italy (%),Equity Country - India (%),Equity Country - Japan (%),Equity Country - Mexico (%),Equity Country - Netherlands (%),Equity Country - Russia (%),Equity Country - Spain (%),Equity Country - Sweden (%),Equity Country - Switzerland (%),Equity Country - United Kingdom (%),Equity Country - United States (%),Market Cap - Giant (%),Market Cap - Large (%),Market Cap - Mid (%),Market Cap - Small (%),Market Cap - Micro (%),Fixed Income - Government (%),Fixed Income - Municipal (%),Fixed Income - Corporate (%),Fixed Income - Securitized (%),Fixed Income - Cash Equivalents (%),Fixed Income - Derivatives (%),Fixed Income - Belgium (%),Fixed Income - Brazil (%),Fixed Income - Canada (%),Fixed Income - France (%),Fixed Income - Germany (%),Fixed Income - Indonesia (%),Fixed Income - Italy (%),Fixed Income - Japan (%),Fixed Income - Mexico (%),Fixed Income - Netherlands (%),Fixed Income - Russia (%),Fixed Income - Spain (%),Fixed Income - Sweden (%),Fixed Income - Switzerland (%),Fixed Income - United Kingdom (%),Fixed Income - United States (%),Maturity - 1-3 Years (%),Maturity - 3-5 Years (%),Maturity - 5-7 Years (%),Maturity - 7-10 Years (%),Maturity - 10-15 Years (%),Maturity - 15-20 Years (%),Maturity - 20-30 Years (%),Maturity - 30+ Years (%),Credit Quality - AAA (%),Credit Quality - AA (%),Credit Quality - A (%),Credit Quality - BBB (%),Credit Quality - BB (%),Credit Quality - B (%),Credit Quality - Below B (%),Credit Quality - Not Rated (%),Equity Region - Emerging Markets (%),Equity Region - Europe Developed (%),Equity Region - North America (%),Equity Region - Japan (%),Fixed Income Region - Emerging Markets (%),Fixed Income Region - Europe Developed (%),Fixed Income Region - Japan (%),Fixed Income Region - North America (%)
3/31/2015,f57a90cc,Swedish Krona,Daily,Open-End Fund,Sweden,Swedish Krona,421212907.1,37.178,1.5,,,,,1.02,98.98,1.9,97.08,0,0,0,0,6.84,7.93,0,8.81,2.61,29.66,2.22,4.86,0,34.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.69,0,2.61,1.9,7.54,54.86,29.19,5.48,0,0,0,0,0,1.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94.48,1.9,0,,,,
5/31/2015,f57a90cc,Swedish Krona,Daily,Open-End Fund,Sweden,Swedish Krona,462575112.1,40.624,1.5,,,,,1.72,98.28,2.28,96.01,0,0,0,0,6.01,8.14,0,8.76,4.77,26.2,2.11,4.68,0,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.38,0,4.77,2.28,4.77,53.23,31.12,1.8,0,0,0,0,0,1.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91.24,2.28,0,,,,
4/30/2015,f57a90cc,Swedish Krona,Daily,Open-End Fund,Sweden,Swedish Krona,446215654.7,39.39,1.5,,,,,2.03,97.97,1.88,96.09,0,0,0,0,6.11,8.49,0,8.67,3.03,29.22,2.06,4.29,0,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.52,0,3.03,1.88,8.06,53.79,26.92,7.31,0,0,0,0,0,2.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93.06,1.88,0,,,,
3/31/2015,a39573b6,Euro,Daily,Open-End Fund,Germany,Euro,39942064.96,65.275,1.5,1.8,,,,-0.61,100.61,0,100.61,0,0,0,0,10.1,3.2,7.89,13.05,13.33,14.45,2.44,6.54,6.13,17.54,5.87,0,0,0,0,17.62,15.36,1.21,0,0,0,10.5,0,7.25,3.28,12.25,19.3,0,51.89,41,7.67,0,0,0,0,0,0,-0.13,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81.25,0,0,,,,
5/31/2015,a39573b6,Euro,Daily,Open-End Fund,Germany,Euro,43867639.13,72.416,1.5,1.8,,,,0.41,99.59,0,99.59,0,0,0,0,10.09,4.09,10,9.59,11.9,17.89,0,6.74,4.27,21.12,3.9,0,0,0,0,21.77,16.2,1.72,0,0,0,10.5,0,6.85,3.58,13.94,14.9,0,51.06,42.56,5.96,0,0,0,0,0,0,0.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84.69,0,0,,,,
4/30/2015,a39573b6,Euro,Daily,Open-End Fund,Germany,Euro,42155778.81,69.588,1.5,1.8,,,,-0.6,100.6,0,100.6,0,0,0,0,10.28,3.59,7.2,11.73,12.83,14.98,1.65,7.38,5.64,20.13,5.17,0,0,0,0,19.83,14.74,1.25,0,0,0,10.56,0,7.94,3.17,11.72,17.9,0,49.11,43.86,7.63,0,0,0,0,0,0,0.06,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82.7,0,0,,,,
4/30/2015,69e0dc29,Euro,Daily,Open-End Fund,Finland,Euro,30404969.54,1.115,2,2.8,,,,1.31,98.69,0,98.69,0,0,0,0,6.86,7.56,6.24,2.54,6.21,5.22,0.79,4.33,12.57,43.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,62.56,26.54,4.76,0,0,0,0,1.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.69,7.01,0,0,,,,
3/31/2015,69e0dc29,Euro,Daily,Open-End Fund,Finland,Euro,28244444.71,1.028,2,2.8,,,,0.71,99.29,0,99.29,0,0,0,0,7.18,8.02,5.93,1.42,5.98,5.69,0.75,4.49,13.97,43.03,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,70.6,19.49,5.6,0,0,0,0,0.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67,5.63,0,0,,,,
5/31/2015,69e0dc29,Euro,Daily,Open-End Fund,Finland,Euro,33488677.34,1.219,2,2.8,,,,1.46,98.54,0,98.54,0,0,0,0,7.53,7.13,6.91,2.45,6.19,4.96,0.79,4.37,12.66,42.36,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,63.74,25.09,4.41,0,0,0,0,1.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.05,7.48,0,0,,,,
4/30/2015,84b95b43,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,83107666,51.44,0.75,0.99,,,,0.56,99.55,0,99.55,0,0,0,-0.11,10.62,5.37,10.82,0,7.33,3.72,2.48,13.93,2.33,31.7,5.03,0,0,0,0,0,0,0,93.34,0,0,0,0,0,0,0,0,0,29.4,34.39,26.4,3.15,0,0,0,0,0,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.34,0,0,0,,,,
5/31/2015,84b95b43,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,86276915,54.65,0.75,0.99,,,,0.38,98.35,0,98.35,0,0,0,1.27,10.99,4.75,10.58,0,7.68,3.35,2.52,13.28,2.23,32.86,4.1,0,0,0,0,0,0,0,92.33,0,0,0,0,0,0,0,0,0,28.3,34.01,26.48,3.55,0,0,0,0,0,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.33,0,0,0,,,,
3/31/2015,84b95b43,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,83642667,51.08,0.75,0.99,,,,0.74,97.31,0,97.31,0,0,0,1.95,7.45,5.9,10.51,2.06,7.16,3.74,2.36,12.52,2.68,31.38,4.69,0,0,0,0,0,0,0,90.46,0,0,0,0,0,0,0,0,0,26.73,32.92,27.84,2.97,0,0,0,0,0,0.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.46,0,0,0,,,,
4/30/2015,ad6de389,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,500988587,35.29,0.85,1.04,,,,1.77,88.57,35.94,52.62,0,0,0,9.66,0,0,1.02,0,0,0,87.18,0.37,0,0,0,0,0,0.93,2.02,3.74,9.21,0,0,10.96,0,1.28,0,1.66,2.74,0.52,6.22,35.94,1.96,30.87,42.92,11.45,1.37,0,0,0,0,1.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,21.17,36.88,10.96,,,,
3/31/2015,ad6de389,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,465549333,33.06,0.85,1.04,,,,2.73,97.24,31.89,65.35,0,0,0,0.03,0,0,0.16,0,0,0,97.08,0,0,0,0,0,0,0.93,2.46,4.68,9.21,0,0,14.49,0,1.96,0,2.33,3.1,0.75,7.27,31.89,3.08,35.33,45.04,12.66,1.13,0,0,0,0,2.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,24.76,32.83,14.49,,,,
5/31/2015,ad6de389,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,538981160,35.67,0.85,1.04,,,,1.31,98.36,55.43,42.92,0,0,0,0.33,0,0,1.63,0,0,0,96.16,0.56,0,0,0,0,0,1.6,1.78,2.73,5.35,0,0,10.56,0,1.21,0,1.39,1.39,0.46,3.92,55.43,1.52,33.53,46.93,13.71,2.67,0,0,0,0,1.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,14.09,57.03,10.56,,,,
4/30/2015,63670f81,Japanese Yen,Daily,Exchange-Traded Fund,Germany,Japanese Yen,213775996.8,26.722,0.51,0.51,,,,0.63,99.37,0,99.37,0,0,0,0,6.74,12.43,19.58,5.69,12.2,18.4,1.54,19.9,0.5,2.25,0.14,0,0,0,0,0,0,0,0,99.37,0,0,0,0,0,0,0,0,53.87,35.83,9.53,0.13,0,0,0,0,0,0.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,99.37,,,,
5/31/2015,63670f81,Japanese Yen,Daily,Exchange-Traded Fund,Germany,Japanese Yen,212457742.3,26.557,0.51,0.51,,,,0.63,99.37,0,99.37,0,0,0,0,6.69,11.42,20.04,6.01,12.41,18.66,1.58,19.59,0.52,2.31,0.14,0,0,0,0,0,0,0,0,99.37,0,0,0,0,0,0,0,0,54.66,35.05,9.51,0.15,0,0,0,0,0,0.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,99.37,,,,
3/31/2015,63670f81,Japanese Yen,Daily,Exchange-Traded Fund,Germany,Japanese Yen,200617585.9,26.749,0.51,0.51,,,,0.35,99.65,0,99.65,0,0,0,0,6.95,12,19.3,5.81,12.62,18.9,1.65,19.36,0.53,2.37,0.16,0,0,0,0,0,0,0,0,99.65,0,0,0,0,0,0,0,0,52.2,36.98,10.35,0.13,0.01,0,0,0,0,0.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,99.65,,,,
4/30/2015,3fca2326,Euro,Daily,Exchange-Traded Fund,Germany,Euro,319584347.7,153.156,0.16,0.16,-0.07,-0.07,,0.05,0,0,0,99.95,0,99.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.95,0,0,0,0.05,0,8.7,0,0,20.02,19.97,0,19.95,0,0,11.21,0,20.12,0,0,0,0,11.1,4.19,12.53,72.13,0,0,0,0,,,,,,,,,,,,,0,99.95,0,0
5/31/2015,3fca2326,Euro,Daily,Exchange-Traded Fund,Germany,Euro,301511204.5,153.827,0.16,0.16,-0.03,-0.03,,0.12,0,0,0,99.88,0,99.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88,0,0,0,0.12,0,8.7,0,0,19.98,19.98,0,19.98,0,0,11.23,0,20,0,0,0,0,10.98,4.2,16.6,68.1,0,0,0,0,,,,,,,,,,,,,0,99.88,0,0
3/31/2015,3fca2326,Euro,Daily,Exchange-Traded Fund,Germany,Euro,316467539.6,149.408,0.16,0.16,-0.17,-0.17,-0.17,0.04,0,0,0,99.96,0,99.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96,0,0,0,0.04,0,8.69,0,0,19.96,19.94,0,20.1,0,0,11.18,0,20.1,0,0,0,0,11.03,4.17,12.53,72.24,0,0,0,0,31.51,28.41,19.9,20.18,0,0,0,0,,,,,0,99.96,0,0
5/31/2015,aa48e8bd,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,7300900006,134.153,0.07,0.07,0.16,0.16,0.2,0.28,0,0,0,99.72,99.72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.72,98.42,0,0,0,0,0,0,0,99.71,0,0,0,0,0,0,0.29,,,,,0,0,0,99.72
4/30/2015,aa48e8bd,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,7127026681,134.077,0.07,0.07,0.18,0.18,,0.19,0,0,0,99.81,99.81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.81,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.81,99.81,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,99.81
3/31/2015,aa48e8bd,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,7068738789,134.037,0.07,0.07,0.17,0.17,0.14,0.07,0,0,0,99.93,99.93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.93,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.93,99.93,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,,0,0,0,99.93
5/31/2015,3665b37d,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,1096596476,79.765,0.4,0.4,,,,0.27,99.73,93.48,6.25,0,0,0,0,2.89,11.14,11.26,6.18,12.57,8.89,2.7,23.26,3.08,15.23,2.54,0,0.15,4.93,0.24,0,0,0,0,0,0,0,0,0,0.02,0.3,0.55,93.48,47.55,35.06,17.12,0,0,0,0,0,0,0.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.32,98.41,0,,,,
3/31/2015,3665b37d,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,1148218485,74.813,0.4,0.4,,,,0.2,99.8,93.8,6,0,0,0,0,2.76,10.98,11.33,6.38,12.73,8.88,2.68,23.54,3.14,14.69,2.7,0,0.17,4.73,0.23,0,0,0,0,0,0,0,0,0,0.02,0.29,0.52,93.8,47.61,34.95,17.22,0.02,0,0,0,0,0,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.32,98.52,0,,,,
4/30/2015,3665b37d,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,1128922517,79.795,0.4,0.4,,,,0.27,99.73,93.74,5.99,0,0,0,0,2.77,11.07,11.61,6.02,12.54,8.67,2.68,24.02,2.98,14.76,2.6,0,0.18,4.71,0.23,0,0,0,0,0,0,0,0,0,0.02,0.28,0.5,93.74,48.62,34.26,16.82,0.03,0,0,0,0,0,0.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.31,98.45,0,,,,
3/31/2015,db535fc7,Euro,Daily,Exchange-Traded Fund,Ireland,Euro,1330755758,43.647,0.4,,,,,0.43,99.57,0.6,98.97,0,0,0,0,7.14,4.73,11.94,10.47,15.13,15.57,1.34,9.8,3.03,15.44,4.99,1.75,0.26,0,0,21.35,19.23,4.49,0,0,0,9.97,0,4.91,6.97,19.02,0.93,0.6,47.42,42.4,9.75,0,0,0,0,0,0,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,97.48,0.6,0,,,,
5/31/2015,db535fc7,Euro,Daily,Exchange-Traded Fund,Ireland,Euro,1437733305,47.782,0.4,,,,,0.4,99.6,0.76,98.84,0,0,0,0,6.97,4.69,12.6,10.7,14.75,15.74,1.38,9.78,2.87,15.43,4.62,1.76,0.27,0,0,21.69,18.69,4.23,0,0,0,9.83,0,5.23,7.18,18.92,0.88,0.76,48.78,41.84,8.91,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.27,97.4,0.76,0,,,,
4/30/2015,db535fc7,Euro,Daily,Exchange-Traded Fund,Ireland,Euro,1388516705,46.146,0.4,,,,,0.77,99.23,0.73,98.5,0,0,0,0,7.09,4.6,12.26,10.43,14.85,15.69,1.36,10.09,2.84,15.18,4.83,1.78,0.26,0,0,21.66,19.12,4.24,0,0,0,9.94,0,5.01,6.97,18.48,0.92,0.73,47.71,42.2,9.32,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.26,97.03,0.73,0,,,,
3/31/2015,69d8ea3c,Euro,Daily,Exchange-Traded Fund,Ireland,Euro,1477118576,168.475,0.2,0.2,-0.52,-0.52,-0.45,0.2,0,0,0,99.8,0,99.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,0,0,0,0.2,0,0,0,0,12.94,34.13,0,41.06,0,0,0,0,11.67,0,0,0,0,93.32,0,0,0,0,0,0,0,25.45,20.61,19.39,34.55,0,0,0,0,,,,,0,99.8,0,0
4/30/2015,69d8ea3c,Euro,Daily,Exchange-Traded Fund,Ireland,Euro,1541737914,173.777,0.2,0.2,-0.47,-0.47,,0.15,0,0,0,99.85,0,99.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85,0,0,0,0.15,0,0,0,0,16.11,29.26,0,42.89,0,0,0,0,11.58,0,0,0,0,99.85,0,0,0,0,0,0,0,,,,,,,,,,,,,0,99.85,0,0
5/31/2015,69d8ea3c,Euro,Daily,Exchange-Traded Fund,Ireland,Euro,1612399174,174.748,0.2,0.2,-0.46,-0.46,-0.51,0.14,0,0,0,99.86,0,99.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86,0,0,0,0.14,0,0,0,0,15.79,28.35,0,45.35,0,0,0,0,10.37,0,0,0,0,99.86,0,0,0,0,0,0,0,29.63,16.11,11.58,41.06,0,0,0,1.63,,,,,0,99.86,0,0
3/31/2015,62fbb395,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,421554615,25.791,0.59,0.59,,,,1.04,98.96,0,98.96,0,0,0,0,7.71,7.02,4.97,0,0,13.71,18.67,4.4,1.7,28.1,12.68,0,0,0,5.9,0,0,0,0,39.02,0,0,0,0,0,0,2.2,0,18.73,39.75,38.54,1.95,0,0,0,0,0,1.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,0,0,39.02,,,,
5/31/2015,62fbb395,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,386720159,26.227,0.59,,,,,1.41,98.59,0,98.59,0,0,0,0,8.58,7.14,4.66,0,0,13.54,19.51,4.45,1.49,27.43,11.78,0,0,0,3.49,0,0,0,0,36.06,0,0,0,0,0,0,2.3,0,22.92,37.51,36.55,1.62,0,0,0,0,0,1.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,0,0,36.06,,,,
4/30/2015,62fbb395,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,383808980,25.855,0.59,0.59,,,,1.34,98.64,0,98.64,0.02,0,0.02,0,8.84,7.29,4.49,0,0,13.64,18.97,4.48,1.53,26.96,12.43,0,0,0,3.5,0,0,0,0,36.49,0,0,0,0,0,0,2.23,0,18.92,37.48,40.31,1.93,0,0.01,0,0.02,0,1.34,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,,,,,,,,,3.5,0,0,36.49,0,0.01,0,0.01
4/30/2015,79123694,Euro,Daily,Open-End Fund,Luxembourg,US Dollar,200369767.3,17.272,1.25,,,,,-0.05,49.82,1.75,48.07,28,35.39,-7.39,22.23,2.16,0.97,5.47,0.94,-2.46,4.18,2.31,3.09,2.74,4.2,1.2,0,-0.03,0.1,10.79,1.1,1.02,0.4,4.05,5.9,-0.01,0.04,0,0.27,0.04,0.02,1.03,3.3,3.4,4.91,8.38,6.74,1.68,23.8,0,4.53,0,-0.2,0.15,0,0,0,0,-16.68,0.22,0,0.05,0,0,0,0,0,0,0.04,35.09,1.11,1.11,0.58,0.32,0.16,0.02,0.07,0.03,,,,,,,,,18.96,3.38,3.39,5.9,3.34,-16.35,0.05,35.09
5/31/2015,79123694,Euro,Daily,Open-End Fund,Luxembourg,US Dollar,172252388.8,17.48,1.25,,,,,5.13,45.05,14.18,30.86,27.68,35.29,-7.62,22.15,2.46,2,6.15,1.46,1.4,4.73,2.46,4.77,2.91,4.87,1.26,0,0,0.04,10.36,1.06,1.03,0.4,3.07,5.68,0,0.06,0.03,0.26,0.04,0.05,1.81,10.56,8.91,8.55,9.38,6.45,1.5,23.91,0,4.07,0,5.38,-0.25,0,0,0,0,-16.92,0.19,0,0.05,0,0,0,0,0,0,0.05,35.29,1.23,0.92,0.55,0.36,0.13,0.02,0.05,0.01,,,,,,,,,15.34,3.48,10.61,5.68,3.26,-16.53,0.05,35.29
3/31/2015,79123694,Euro,Daily,Open-End Fund,Luxembourg,US Dollar,199477174.9,17.04,1.25,,,,,0.55,49.72,5.45,44.27,26.97,35.12,-8.15,22.75,5.39,2.08,6.49,1.66,1.56,5.04,2.5,5.2,2.99,5.79,1.44,0.09,-0.03,0.07,10.44,1.07,0.95,0.36,4.12,5.9,0,0.03,0.06,0.25,0.35,0.38,2.57,10.17,10.92,10.07,10.27,7.03,2.13,22.84,0,4.36,0,0.73,-0.17,0,0,0,0,-17,0.25,0,0.05,0,0.01,0,0,0,0,0.04,34.82,1.16,1.07,0.59,0.28,0.14,0.01,0.06,0.04,,,,,,,,,19.94,4.36,12.98,5.9,3.25,-16.97,0.05,34.82
4/30/2015,7a6e346f,Euro,Daily,Open-End Fund,Germany,Euro,86896551.73,835.023,1.25,1.37,,,,2.71,97.15,28.87,68.27,0,0,0,0.15,8.51,4.07,8.13,3.53,6.54,14.84,1.73,27.96,2.49,19.48,0.13,0,0,0,0.02,0,42.53,0,0,8.27,0,2.74,0,0,2.52,2.4,3.78,28.87,69.19,18.69,9.54,0,0,0,0,0,0,2.82,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,51.46,28.87,8.27,,,,
3/31/2015,7a6e346f,Euro,Daily,Open-End Fund,Germany,Euro,85097492.67,792.494,1.25,1.37,,,,2.71,97.15,28.87,68.27,0,0,0,0.15,8.51,4.07,8.13,3.53,6.54,14.84,1.73,27.96,2.49,19.48,0.13,0,0,0,0.02,0,42.53,0,0,8.27,0,2.74,0,0,2.52,2.4,3.78,28.87,69.19,18.69,9.54,0,0,0,0,0,0,2.82,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,51.46,28.87,8.27,,,,
5/31/2015,7a6e346f,Euro,Daily,Open-End Fund,Germany,Euro,86698861.03,849.437,1.25,1.37,,,,2.71,97.15,28.87,68.27,0,0,0,0.15,8.51,4.07,8.13,3.53,6.54,14.84,1.73,27.96,2.49,19.48,0.13,0,0,0,0.02,0,42.53,0,0,8.27,0,2.74,0,0,2.52,2.4,3.78,28.87,69.19,18.69,9.54,0,0,0,0,0,0,2.82,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,51.46,28.87,8.27,,,,
5/31/2015,16a68dfe,Euro,Daily,Exchange-Traded Fund,Luxembourg,Euro,976636870.8,176.931,0.15,0.15,,,,0,100,0,100,0,0,0,0,17.48,4.64,18.52,1.37,8.51,13.53,3.65,13.32,0,14.46,4.52,0,0,0,0,0,89.59,0,0,0,0,0,0,0,0,0,10.41,0,71.82,27.26,0.92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89.59,0,0,,,,
4/30/2015,16a68dfe,Euro,Daily,Exchange-Traded Fund,Luxembourg,Euro,982347659.4,172.069,0.15,0.15,,,,0,100,0,100,0,0,0,0,17.43,4.41,18.13,1.41,8.38,13.64,3.72,13.93,0,14.23,4.72,0,0,0,0,0,89.81,0,0,0,0,0,0,0,0,0,10.19,0,71.1,28,0.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89.81,0,0,,,,
3/31/2015,16a68dfe,Euro,Daily,Exchange-Traded Fund,Luxembourg,Euro,963092472.2,165.148,0.15,0.15,,,,0,100,0,100,0,0,0,0,17.75,4.69,18.15,1.44,8.45,13.47,3.57,13.09,0,14.57,4.81,0,0,0,0,0,89.6,0,0,0,0,0,0,0,0,0,10.4,0,68.83,30.28,0.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89.6,0,0,,,,
3/31/2015,c2e5ef26,Euro,Daily,Exchange-Traded Fund,Luxembourg,Euro,187522288,150.568,0.4,0.4,,,,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2015,d08c8fb4,Euro,Daily,Insurance Product Fund,Spain,Euro,635977.37,17.043,,,0.12,0.12,,16.28,15.18,2.51,12.67,66,4.55,61.45,2.53,1.1,0.84,1.96,0.97,1.17,1.75,0.19,2.32,0.53,1.81,0.57,0.14,0.05,0,0.39,3.07,2.69,0.42,0.1,1.03,0.02,1.51,0.03,0.54,0,0.01,0.5,2.19,9.26,3.28,0.6,0.06,0.01,33.67,0,31.79,1.66,16.28,0,0,0,0,4.24,2.3,0,6.46,0.54,0,0.3,0,39.84,0,0.73,1.84,4.55,23.59,23.85,9.84,0.38,1.31,0.08,0.21,0,,,,,,,,,0.72,8.48,2.19,1.03,0,59.04,0.54,4.55
5/31/2015,d08c8fb4,Euro,Daily,Insurance Product Fund,Spain,Euro,640582.52,17.168,,,0.1,0.1,,18.53,17.09,2.81,14.27,63.65,4.6,59.05,0.73,1.05,0.79,1.93,0.95,1.13,1.7,0.18,2.31,0.48,1.76,0.55,0.15,0.04,0,0.36,3.09,2.59,0.4,0.09,0.94,0.02,1.5,0.03,0.55,0,0.01,0.48,2.11,9.25,2.97,0.56,0.05,0.01,31.91,0,30.8,1.51,18.53,0,0,0,0,2.54,2.2,0,6.32,0.51,0,0.28,0,39.23,0,0.74,2.09,4.6,23.56,22.92,8.58,0.37,1.25,0.03,0.2,0,,,,,,,,,0.67,8.37,2.11,0.94,0,56.42,0.51,4.6
