Date,Security ID,Base Currency,Pricing Frequency,Investment Type,Domicile,Portfolio Currency,Fund Size (USD),NAV (Daily - USD),Management Fee,Annual Report Net Expense Ratio,Average Yield to Maturity (Long),Average Yield to Maturity (Net),Yield to Maturity,Asset Allocation - Cash (%),Asset Allocation - Equity (%),Asset Allocation - US Equity (%),Asset Allocation - Non-US Equity (%),Asset Allocation - Bonds (%),Asset Allocation - US Bonds (%),Asset Allocation - Non-US Bonds (%),Asset Allocation - Other (%),Equity Sector - Basic Materials (%),Equity Sector - Communication Services (%),Equity Sector - Consumer Cyclical (%),Equity Sector - Consumer Defensive (%),Equity Sector - Healthcare (%),Equity Sector - Industrials (%),Equity Sector - Real Estate (%),Equity Sector - Technology (%),Equity Sector - Energy (%),Equity Sector - Financial Services (%),Equity Sector - Utilities (%),Equity Country - Belgium (%),Equity Country - Brazil (%),Equity Country - Canada (%),Equity Country - China (%),Equity Country - France (%),Equity Country - Germany (%),Equity Country - Italy (%),Equity Country - India (%),Equity Country - Japan (%),Equity Country - Mexico (%),Equity Country - Netherlands (%),Equity Country - Russia (%),Equity Country - Spain (%),Equity Country - Sweden (%),Equity Country - Switzerland (%),Equity Country - United Kingdom (%),Equity Country - United States (%),Market Cap - Giant (%),Market Cap - Large (%),Market Cap - Mid (%),Market Cap - Small (%),Market Cap - Micro (%),Fixed Income - Government (%),Fixed Income - Municipal (%),Fixed Income - Corporate (%),Fixed Income - Securitized (%),Fixed Income - Cash Equivalents (%),Fixed Income - Derivatives (%),Fixed Income - Belgium (%),Fixed Income - Brazil (%),Fixed Income - Canada (%),Fixed Income - France (%),Fixed Income - Germany (%),Fixed Income - Indonesia (%),Fixed Income - Italy (%),Fixed Income - Japan (%),Fixed Income - Mexico (%),Fixed Income - Netherlands (%),Fixed Income - Russia (%),Fixed Income - Spain (%),Fixed Income - Sweden (%),Fixed Income - Switzerland (%),Fixed Income - United Kingdom (%),Fixed Income - United States (%),Maturity - 1-3 Years (%),Maturity - 3-5 Years (%),Maturity - 5-7 Years (%),Maturity - 7-10 Years (%),Maturity - 10-15 Years (%),Maturity - 15-20 Years (%),Maturity - 20-30 Years (%),Maturity - 30+ Years (%),Credit Quality - AAA (%),Credit Quality - AA (%),Credit Quality - A (%),Credit Quality - BBB (%),Credit Quality - BB (%),Credit Quality - B (%),Credit Quality - Below B (%),Credit Quality - Not Rated (%),Equity Region - Emerging Markets (%),Equity Region - Europe Developed (%),Equity Region - North America (%),Equity Region - Japan (%),Fixed Income Region - Emerging Markets (%),Fixed Income Region - Europe Developed (%),Fixed Income Region - Japan (%),Fixed Income Region - North America (%)
4/30/2015,ad718957,Euro,Daily,Open-End Fund,Luxembourg,Euro,30658125.4,172.252,0.85,1.27,0.49,0.49,,9.97,0,0,0,90.03,5.72,84.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.88,0,43.87,2.28,9.97,0,2.56,0,2.96,15.28,8.69,0,13.02,0.62,0,4.19,0,3.83,1.82,0,0.76,5.72,3.53,12.28,12.86,20.87,13.41,5.99,11.54,1.09,,,,,,,,,,,,,5.76,59.54,0.62,8.69
3/31/2015,ad718957,Euro,Daily,Open-End Fund,Luxembourg,Euro,32767112.13,167.782,0.85,1.27,0.48,0.48,,7.6,0,0,0,92.4,5.76,86.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.08,0,46.03,2.29,7.93,-0.33,2.58,0,2.99,15.37,8.71,0,14.99,0.62,0,4.22,0,3.85,1.82,0,0.76,5.76,5.08,12.35,13.32,20.96,13.5,6.03,11.58,1.09,,,,,,,,,,,,,5.77,61.76,0.62,8.74
3/31/2015,18f420a7,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,147936846.1,1367.45,0.4,0.52,0.19,0.19,,12.46,0,0,0,87.54,10.52,77.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.54,0,0,0,12.46,0,0,0,9.47,0,6.31,0,0,0,0,3.96,0,0,15.02,0,9.56,10.51,0,3.74,17.6,66.12,0,0,0,0,,,,,,,,,,,,,0,36.71,0,19.98
5/31/2015,18f420a7,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,150940730.7,1430.018,0.4,0.52,0.24,0.24,,11.6,0,0,0,88.4,10.85,77.55,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,0,0,0,11.6,0,0,0,9.54,0,5.77,0,0,0,0,3.87,0,0,14.92,0,10.45,10.85,0,1.07,16.09,70.12,1.1,0,0,0,,,,,,,,,,,,,0,35.88,0,20.39
4/30/2015,18f420a7,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,152909261.4,1405.804,0.4,0.52,0.24,0.24,,11.6,0,0,0,88.4,10.85,77.55,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,0,0,0,11.6,0,0,0,9.54,0,5.77,0,0,0,0,3.87,0,0,14.92,0,10.45,10.85,0,1.07,16.09,70.12,1.1,0,0,0,,,,,,,,,,,,,0,35.88,0,20.39
5/31/2015,8197785,Euro,Monthly,Open-End Fund,Luxembourg,US Dollar,439567752.5,119.983,1.5,2.15,,,,19.25,0,0,0,64.43,0,64.43,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0,25.61,0.33,18.07,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,38.32,12.36,3.1,2.74,0,0,0,0,,,,,,,,,,,,,,,,
4/30/2015,8197785,Euro,Monthly,Open-End Fund,Luxembourg,US Dollar,425411691.8,117.929,1.5,2.15,,,,21.1,0,0,0,63.36,0,63.36,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0,27.07,0.31,20.16,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,36.41,11.91,3.25,1.65,0,0,0,0,,,,,,,,,,,,,,,,
3/31/2015,8197785,Euro,Monthly,Open-End Fund,Luxembourg,US Dollar,443239567.4,121.283,1.5,2.15,,,0,24.54,0,0,0,60.6,0,60.6,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,0,27.72,0.31,23.45,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,32.48,12.59,3.22,1.64,0,0,0,0,,,,,,,,,,,,,,,,
4/30/2015,d97ef839,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,252389713.6,225.669,1,1.26,,,,0.76,57.54,0,57.54,0,0,0,41.7,0,0,0,0,0,0,57.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.54,0,0,0,0,45.76,10.72,1.06,0,0,0,0,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57.54,0,0,,,,
5/31/2015,d97ef839,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,255994856.3,230.085,1,1.26,,,,2.03,57.38,0.28,57.1,0,0,0,40.59,0,0,0.01,0,0,0,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.04,0,0.28,0,0.04,45.55,10.63,1.1,0,0,0,0,2.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57.04,0.28,0,,,,
3/31/2015,d97ef839,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,236367808.5,213.208,1,1.26,,,,1.1,54.89,0,54.89,0,0,0,44.01,0,0,0,0,0,0,54.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.85,0,0,0,0,43.18,10.6,1.07,0,0,0,0,1.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54.85,0,0,,,,
3/31/2015,3d1124ea,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,172867563,897.068,0.08,0.1,,,,0.78,99.22,0,99.22,0,0,0,0,0,0,0,0,0,0,99.2,0,0,0,0,0,0,0,0,0,0,0,0,46.97,0,0,0,0,0,0,0,0,5.76,55.78,36.96,0.27,0,0,0,0,0,0.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,46.97,,,,
5/31/2015,3d1124ea,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,173629062.8,905.383,0.08,0.1,,,,0.89,99.11,0,99.11,0,0,0,0,0,0,0,0,0,0,99.12,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,0,0,0,0,0,0,0,5.26,58.88,34.71,0.27,0,0,0,0,0,0.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,46.79,,,,
4/30/2015,3d1124ea,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,175254922,908.624,0.08,0.1,,,,0.26,99.13,0,99.13,0,0,0,0.6,0,0,0,0,0,0,99.13,0,0,0,0,0,0,0,0,0,0,0,0,47.23,0,0,0,0,0,0,0,0,5.33,58.14,35.41,0.25,0,0,0,0,0,0.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,47.23,,,,
3/31/2015,745e84d1,Euro,Daily,Open-End Fund,Switzerland,Euro,345809020.8,1348.106,0.08,0.09,0.02,0.02,,0.1,0,0,0,99.9,0,99.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,0,0,0,0.1,0,6.16,0,0,25.73,18.2,0,23.24,0,0,4.59,0,14.69,0,0,0,0,17.56,16.81,14.29,17.35,10.16,8.49,11.79,3.05,22.79,37.1,16.77,23.24,0,0,0,0.09,,,,,0,99.9,0,0
5/31/2015,745e84d1,Euro,Daily,Open-End Fund,Switzerland,Euro,352450935.5,1376.517,0.08,0.09,0.08,0.08,,0.26,0,0,0,99.74,0,99.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.74,0,0,0,0.26,0,5.92,0,0,25.34,18.45,0,23.24,0,0,4.76,0,14.87,0,0,0,0,16.37,17.86,13.17,17.76,10.53,9.11,11.21,3.11,23.05,36.87,16.62,23.31,0,0,0,0.15,,,,,0,99.74,0,0
4/30/2015,745e84d1,Euro,Daily,Open-End Fund,Switzerland,Euro,353040953,1379.783,0.08,0.09,-0.02,-0.02,,0.15,0,0,0,99.85,0,99.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85,0,0,0,0.15,0,5.95,0,0,25.7,18.34,0,23.32,0,0,4.71,0,14.56,0,0,0,0,17.77,17.03,13.71,17.27,10.5,8.48,11.85,3.11,23.05,36.87,16.62,23.31,0,0,0,0.15,,,,,0,99.85,0,0
4/30/2015,06c46768,US Dollar,Daily,Open-End Fund,Switzerland,US Dollar,2577582331,1221.13,0,0,0.99,0.99,,-0.83,0,0,0,100.83,100.83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.83,0,0,0,-0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.83,29.98,24.9,13.79,9.95,0.13,3.79,15.56,0,100.41,0,0,0,0,0,0,-0.41,,,,,0,0,0,100.83
5/31/2015,06c46768,US Dollar,Daily,Open-End Fund,Switzerland,US Dollar,2610100286,1217.09,0,0,0.94,0.94,,0.42,0,0,0,99.58,99.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.58,30.98,24.05,14.34,9.99,0.13,4.12,15.39,0,100.41,0,0,0,0,0,0,-0.41,,,,,0,0,0,99.58
3/31/2015,06c46768,US Dollar,Daily,Open-End Fund,Switzerland,US Dollar,2537745884,1213.99,0,0,0.87,0.87,,0.1,0,0,0,99.9,99.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,29.9,24.56,13.8,9.33,0.13,3.75,16.04,0,100.2,0,0,0,0,0,0,-0.2,,,,,0,0,0,99.9
4/30/2015,2908ef9c,Euro,Daily,Open-End Fund,Switzerland,Euro,268262343.9,1435.873,0,0.01,0.03,0.03,,0.57,0,0,0,98.37,3.81,94.56,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.77,0,21.01,5.66,0.57,0,3.86,0,0.59,21.95,18.59,0.16,14.2,0.11,0.22,5.03,0.05,9.59,1.2,1.06,1.91,3.81,18.82,19.21,17.02,15.8,10.03,6.35,7.72,2.29,24.46,30.55,17.17,27.18,0,0,0,0.64,,,,,2.57,83.69,0.11,4.4
3/31/2015,2908ef9c,Euro,Daily,Open-End Fund,Switzerland,Euro,259449044.2,1398.405,0,0.01,0.07,0.07,,0.53,0,0,0,98.34,3.83,94.51,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.74,0,21.12,5.6,0.53,0,3.92,0.05,0.6,22.15,18.63,0.16,14.12,0.11,0.22,4.89,0.05,9.56,1.21,0.97,1.93,3.83,18.79,19.31,16.76,16.3,9.83,6.43,7.95,2.34,24.29,30.76,17.04,27.19,0,0,0,0.73,,,,,2.65,83.57,0.11,4.43
5/31/2015,2908ef9c,Euro,Daily,Open-End Fund,Switzerland,Euro,267473661.3,1429.689,0,0.01,0.1,0.1,,0.39,0,0,0,98.55,3.85,94.71,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.91,0,20.49,5.21,0.39,0,3.88,0,0.59,21.63,18.77,0.16,14.3,0.05,0.22,5.19,0.05,9.76,1.11,0.96,1.91,3.85,18.52,19.52,16.45,16.15,10.04,6.84,7.62,2.24,24.46,30.55,17.17,27.18,0,0,0,0.64,,,,,2.36,83.86,0.05,4.44
5/31/2015,e689fed3,Pound Sterling,Daily,Open-End Fund,Switzerland,Pound Sterling,319777982.1,1765.628,0,0.01,1.06,1.06,,0.35,0,0,0,99.21,3.18,96.04,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.44,0,19.09,2.13,0.35,0,0.18,0,0.47,2.22,2.48,0,0.37,0.06,0.19,0.61,0.06,0.27,0.37,0.12,84.64,3.18,13.25,12.49,9.66,12.83,11.35,8.82,16.51,13.73,5.38,75.53,8.02,10.94,0.05,0,0,0.08,,,,,0.53,7,0.06,3.64
3/31/2015,e689fed3,Pound Sterling,Daily,Open-End Fund,Switzerland,Pound Sterling,317519000.1,1707.737,0,0.01,1.05,1.05,,0.18,0,0,0,99.41,3.48,95.93,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.04,0,19.43,2.35,0.18,0,0.18,0,0.62,1.97,2.51,0,0.31,0.09,0.19,0.71,0.06,0.26,0.35,0.12,84.87,3.48,13.21,13.8,9.6,12.61,9.24,10.6,16.03,13.36,5.21,75.15,8.1,11.21,0,0,0,0.32,,,,,0.51,6.69,0.09,4.1
4/30/2015,e689fed3,Pound Sterling,Daily,Open-End Fund,Switzerland,Pound Sterling,314381315.1,1743.114,0,0.01,1.08,1.08,,0.08,0,0,0,99.5,3.22,96.28,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.47,0,19.3,2.15,0.08,0,0.2,0,0.46,2.24,2.54,0,0.36,0.09,0.18,0.66,0.06,0.27,0.36,0.12,84.74,3.22,12.25,13.63,9.76,12.82,11.66,8.81,16.46,13.63,5.38,75.53,8.02,10.94,0.05,0,0,0.08,,,,,0.51,7.1,0.09,3.67
5/31/2015,8e01c5c2,Japanese Yen,Daily,Open-End Fund,Switzerland,Japanese Yen,808936733.3,980.35,0,0,0.12,0.12,,-1.43,0,0,0,101.43,0.24,101.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84,0,1.58,0,-1.43,0,0,0,0,0,0.18,0.12,0,100.54,0,0,0,0,0,0,0,0.24,19.48,16.83,10.53,15.76,11.83,11.75,11.51,2.77,0.41,0.33,96.84,0.23,0,0,0,2.19,,,,,0.12,0.18,100.54,0.24
3/31/2015,8e01c5c2,Japanese Yen,Daily,Open-End Fund,Switzerland,Japanese Yen,817226086,979.212,0,0,0.18,0.18,,0.25,0,0,0,99.75,0.23,99.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.34,0,1.41,0,0.25,0,0,0,0,0,0.17,0.11,0,98.9,0,0,0,0,0,0,0,0.23,18.2,16.99,9.59,16.23,11.3,11.52,10.88,2.91,0.4,0.33,96.72,0.22,0,0,0,2.33,,,,,0.11,0.17,98.9,0.23
4/30/2015,8e01c5c2,Japanese Yen,Daily,Open-End Fund,Switzerland,Japanese Yen,804956485.4,992.066,0,0,0.13,0.13,,0.08,0,0,0,99.92,0.23,99.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.38,0,1.54,0,0.08,0,0,0,0,0,0.17,0.11,0,99.06,0,0,0,0,0,0,0,0.23,19,16.11,10.16,15.49,11.94,11.42,11.29,2.77,0.41,0.33,96.84,0.23,0,0,0,2.19,,,,,0.11,0.17,99.06,0.23
5/31/2015,47e8215d,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,1164201828,812.288,0,0,2.42,2.42,,-0.41,0,0,0,99.76,0.51,99.25,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.92,0,5.06,1.43,-0.41,0,0.02,0,17.09,0.03,0.28,2.37,0,0,1.64,0.14,1.09,0,2.65,0.01,0.08,0.51,22.56,19.96,13.82,17.82,5.92,4.37,9.67,1.91,21.23,16.01,28.73,10.9,0,0,0,23.13,,,,,57.08,5.06,0,17.6
4/30/2015,47e8215d,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,1144589214,809.001,0,0,2.46,2.46,,0.29,0,0,0,99.09,0.48,98.61,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.14,0,5.14,1.43,0.29,0,0.02,0,16.86,0.03,0.28,2.24,0,0.01,1.72,0.14,0.99,0,2.59,0.01,0.07,0.48,21.95,20.62,14.03,17.04,5.59,4.2,9.53,1.89,21.23,16.01,28.73,10.9,0,0,0,23.13,,,,,57.14,4.98,0.01,17.34
3/31/2015,47e8215d,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,1129871127,788.846,0,0,2.43,2.43,,0.9,0,0,0,98.53,0.48,98.05,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.51,0,5.14,1.45,0.9,0,0.02,0,16.77,0.03,0.28,2.27,0,0.01,1.64,0.14,0.98,0,2.56,0.01,0.07,0.48,21.49,20.47,13.63,18.15,5.48,4.28,9.43,1.81,21.02,15.98,28.43,10.91,0,0,0,23.67,,,,,56.77,4.92,0.01,17.25
3/31/2015,2832f917,US Dollar,Daily,Open-End Fund,Switzerland,US Dollar,2769360410,1241.96,0,0,1.19,1.19,,2.29,0,0,0,95.79,69.33,26.46,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.49,0,48.88,0.34,2.29,0,0.38,0.05,2.38,1.08,1.9,0.36,0.16,2.52,0.38,1.19,0.23,0.31,0.33,0.73,2.12,69.33,30.97,16.48,10.06,9.73,1.99,3.76,12.21,1.46,43.89,8.65,25.91,21.32,0.03,0,0,0.21,,,,,6.1,6.69,2.52,71.7
4/30/2015,2832f917,US Dollar,Daily,Open-End Fund,Switzerland,US Dollar,2770692013,1249.97,0,0,1.29,1.29,,2.79,0,0,0,95.2,67.94,27.25,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.81,0,49.15,0.25,2.79,0,0.35,0.05,2.35,1.09,1.9,0.4,0.19,2.66,0.39,1.22,0.22,0.38,0.32,0.72,2.21,67.94,32.25,17.02,9.66,9.64,1.8,3.6,12.02,1.29,42.75,9.11,26.47,21.41,0.01,0,0,0.25,,,,,6.34,6.71,2.66,70.3
5/31/2015,2832f917,US Dollar,Daily,Open-End Fund,Switzerland,US Dollar,2831599485,1245.1,0,0,1.26,1.26,,1.88,0,0,0,96.01,68.7,27.31,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.29,0,49.58,0.24,1.88,0,0.35,0.05,2.32,1.09,1.93,0.4,0.19,2.61,0.39,1.23,0.23,0.38,0.32,0.72,2.17,68.6,31.84,17.24,9.62,10,1.94,3.66,12.36,1.25,42.75,9.11,26.47,21.41,0.01,0,0,0.25,,,,,6.31,6.76,2.61,70.92
5/31/2015,ef8efbbc,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,5812739819,961.135,0,0.01,0.99,0.99,,5.05,0,0,0,93.79,28.64,65.15,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.87,0,26.34,1.73,5.05,0,1.08,0.02,3.68,5.59,5.38,0.54,3.46,13.94,0.47,1.63,0.28,2.5,0.72,0.48,5.18,28.64,23.69,16.97,11.21,12.95,5.83,5.52,10.31,2.33,27.74,17.3,33.83,17.73,0.02,0,0,3.38,,,,,11.71,23.28,13.94,32.32
3/31/2015,ef8efbbc,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,5553325164,948.64,0,0.01,0.96,0.96,,1.36,0,0,0,97.49,30.17,67.32,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.39,0,27.31,1.94,1.36,0,1.15,0.02,3.76,5.78,5.55,0.54,3.51,14.67,0.47,1.69,0.28,2.54,0.75,0.49,5.43,30.17,23.76,17.47,12.13,13.75,5.99,5.91,10.72,2.52,27.92,17.13,33.26,17.45,0.01,0,0,4.24,,,,,11.9,24.07,14.67,33.93
4/30/2015,ef8efbbc,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,5779008259,963.778,0,0.01,1,1,,1.37,0,0,0,97.47,30.25,67.22,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.58,0,27.17,1.88,1.37,0,1.15,0.02,3.77,5.76,5.44,0.55,3.5,14.64,0.47,1.69,0.29,2.54,0.75,0.5,5.48,30.25,23.37,17.36,12.09,13.44,6.09,5.78,10.78,2.48,27.74,17.3,33.83,17.73,0.02,0,0,3.38,,,,,12.05,23.87,14.64,34.01
3/31/2015,53d81015,Pound Sterling,Daily,Open-End Fund,United Kingdom,Pound Sterling,59859988.21,2.314,0.75,,,,,13.26,40.04,18.46,21.58,44.38,16.85,27.53,2.33,1.4,4.53,3.04,6.28,4.75,4.42,0.83,6.3,0.63,6.21,2.1,0,0.02,0.51,0.7,1.21,0.63,0.24,0.42,0.84,0.06,0.64,0,0.65,0.15,1.05,11.9,18.05,15.02,16.41,8.44,1.18,0.2,11.2,0,29.19,6.09,13.17,0.01,0.24,0.48,0.48,1.61,0.63,0.17,0.19,0.54,0.62,0.83,0.77,0.74,0.19,0.42,10.2,15.83,4.07,6.33,6.73,11.04,4.39,3.41,5.48,1.7,12.35,16.28,11.88,29.98,14.9,8.7,2.52,3.4,1.36,5.69,18.58,0.84,5.25,7.37,0.54,16.35
4/30/2015,53d81015,Pound Sterling,Daily,Open-End Fund,United Kingdom,Pound Sterling,61944522.7,2.4,0.75,,,,,13.37,41,19.52,21.47,43.41,16.84,26.57,2.22,1.42,4.67,3.5,6.18,4.78,4.48,0.93,6.32,0.66,6.35,2.23,0,0.05,0.62,0.7,1.57,0.66,0.26,0.42,0.8,0.07,0.67,0,0.69,0.15,1,11.3,19.24,15.06,17.14,8.78,1.13,0.14,10.98,0,28.71,6,13.34,-0.26,0.22,0.46,0.44,1.6,0.83,0.17,0.22,0.49,0.65,0.81,0.89,0.73,0.16,0.38,9.74,15.9,3.94,5.9,6.79,11.22,4.31,3.22,5.57,1.71,13.01,16.76,10.3,30.37,14.37,7.95,2.26,4.98,1.41,6.04,19.88,0.8,5.29,7.35,0.49,16.39
5/31/2015,53d81015,Pound Sterling,Daily,Open-End Fund,United Kingdom,Pound Sterling,62556999.25,2.439,0.75,,,,,13.37,41,19.52,21.47,43.41,16.84,26.57,2.22,1.42,4.67,3.5,6.18,4.78,4.48,0.93,6.32,0.66,6.35,2.23,0,0.05,0.62,0.7,1.57,0.66,0.26,0.42,0.8,0.07,0.67,0,0.69,0.15,1,11.3,19.24,15.06,17.14,8.78,1.13,0.14,10.98,0,28.71,6,13.34,-0.26,0.22,0.46,0.44,1.6,0.83,0.17,0.22,0.49,0.65,0.81,0.89,0.73,0.16,0.38,9.74,15.9,3.94,5.9,6.79,11.22,4.31,3.22,5.57,1.71,13.01,16.76,10.3,30.37,14.37,7.95,2.26,4.98,1.41,6.04,19.88,0.8,5.29,7.35,0.49,16.39
5/31/2015,320ddfde,Pound Sterling,Daily,Open-End Fund,Switzerland,Pound Sterling,285028002.7,2008.904,0,0.01,0.88,0.88,,0.21,0,0,0,99.79,0,99.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.79,0,16.07,8.69,6.94,8.8,9.78,9.43,21.85,18.14,0,99.92,0,0,0,0,0,0.08,,,,,0,0,0,0
4/30/2015,320ddfde,Pound Sterling,Daily,Open-End Fund,Switzerland,Pound Sterling,278584609.2,1979.332,0,0.01,0.9,0.9,,0.5,0,0,0,99.5,0,99.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,13.62,10.88,6.84,9.04,9.82,9.45,21.36,17.99,0,99.92,0,0,0,0,0,0.08,,,,,0,0,0,0
3/31/2015,320ddfde,Pound Sterling,Daily,Open-End Fund,Switzerland,Pound Sterling,281352701.9,1939.038,0,0.01,0.89,0.89,,0.04,0,0,0,99.96,0,99.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.96,0,13.91,11.95,6.75,10.01,6.05,12.16,21.54,17.43,0,99.7,0,0,0,0,0,0.31,,,,,0,0,0,0
4/30/2015,277d6426,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,133993975,55.831,0.5,0.5,,,,0.09,99.91,95.69,4.22,0,0,0,0,7.71,0.59,5.3,12.94,23.48,7.96,1.73,24.73,13.87,0,1.59,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.4,3.06,95.69,46.8,31.43,21.68,0,0,0,0,0,0,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.4,95.69,0,,,,
3/31/2015,277d6426,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,107659756,53.83,0.5,0.85,,,,0.2,99.8,95.69,4.11,0,0,0,0,7.47,0.59,5.05,13.42,23.52,7.79,1.65,24.4,14.29,0,1.63,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0.39,3.07,95.69,47.96,29.24,22.6,0,0,0,0,0,0,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.39,95.69,0,,,,
5/31/2015,277d6426,US Dollar,Daily,Exchange-Traded Fund,Ireland,US Dollar,139819278,55.928,0.5,0.5,,,,0.84,99.16,95.52,3.64,0,0,0,0,7.48,0.56,4.36,12.31,28.09,6.59,1.6,24.37,12.76,0,1.04,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,2.92,95.52,49.83,28.33,21.01,0,0,0,0,0,0,0.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0,95.52,0,,,,
