Date,Security ID,Base Currency,Pricing Frequency,Investment Type,Domicile,Portfolio Currency,Fund Size (USD),NAV (Daily - USD),Asset Allocation - Cash (%),Asset Allocation - Equity (%),Asset Allocation - US Equity (%),Asset Allocation - Non-US Equity (%),Asset Allocation - Bonds (%),Asset Allocation - US Bonds (%),Asset Allocation - Non-US Bonds (%),Asset Allocation - Other (%),Fixed Income - Government (%),Fixed Income - Municipal (%),Fixed Income - Corporate (%),Fixed Income - Securitized (%),Fixed Income - Cash Equivalents (%),Fixed Income - Derivatives (%),NAV_pct_change,Fund_Size_pct_change,Cluster
2015-03-31,0037fd02,Pound Sterling,Daily,Open-End Fund,United Kingdom,Pound Sterling,566091061.4,2.42,15.23,39.1,8.29,30.8,10.22,1.96,8.26,35.46,4.11,0.0,7.96,0.27,14.47,0.76,1e-08,1e-08,0
2015-04-30,0037fd02,Pound Sterling,Daily,Open-End Fund,United Kingdom,Pound Sterling,600240129.7,2.489,14.51,39.97,8.79,31.17,10.99,2.36,8.62,34.53,3.89,0.0,8.86,0.26,14.51,0.03,0.028512396694214903,0.060324337599583444,0
2015-05-31,0037fd02,Pound Sterling,Daily,Open-End Fund,United Kingdom,Pound Sterling,622699512.3,2.532,12.08,38.23,8.75,29.47,16.38,2.29,14.09,33.32,9.23,0.0,8.66,0.25,12.18,-0.1,0.017276014463640132,0.0374173293132285,0
2015-03-31,003ffffa,Euro,Semi-Monthly,Insurance Product Fund,Italy,Euro,1e-08,20.614,2.93,9.94,0.02,9.91,77.68,3.93,73.76,9.45,54.03,1.36,21.16,0.17,2.93,0.0,1e-08,1e-08,3
2015-04-30,003ffffa,Euro,Semi-Monthly,Insurance Product Fund,Italy,Euro,1e-08,20.743,2.93,9.94,0.02,9.91,77.68,3.93,73.76,9.45,54.03,1.36,21.16,0.17,2.93,0.0,0.006257882992141139,1e-08,3
2015-05-31,003ffffa,Euro,Semi-Monthly,Insurance Product Fund,Italy,Euro,1e-08,20.884,2.93,9.94,0.02,9.91,77.68,3.93,73.76,9.45,54.03,1.36,21.16,0.17,2.93,0.0,0.0067974738465990114,1e-08,3
2015-03-31,005076a8,Euro,Daily,Open-End Fund,Luxembourg,Euro,77811694.62,151.589,-0.65,9.51,0.0,9.51,87.69,3.35,84.33,3.46,0.0,0.0,45.09,47.13,-0.65,-1.08,1e-08,1e-08,3
2015-04-30,005076a8,Euro,Daily,Open-End Fund,Luxembourg,Euro,79671815.46,156.559,1.24,9.69,0.0,9.69,86.82,3.66,83.16,2.24,0.0,0.0,44.31,45.96,1.24,-1.2,0.03278602009380638,0.02390541484906672,3
2015-05-31,005076a8,Euro,Daily,Open-End Fund,Luxembourg,Euro,78516996.78,157.445,-0.04,9.28,0.0,9.28,90.76,3.14,87.62,0.0,0.0,0.0,43.48,48.4,-0.04,-1.12,0.005659208349567901,-0.014494695185900186,3
2015-03-31,005c232f,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,94362310.34,3794.571,0.1,99.9,99.07,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1e-08,1e-08,1
2015-04-30,005c232f,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,103056498.5,4125.91,0.18,99.82,98.92,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.08731922528264713,0.09213623668892468,1
2015-05-31,005c232f,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,99302900.95,4002.789,42.62,57.38,56.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62,0.0,-0.02984093206104832,-0.036422715739755085,1
2015-03-31,0066581e,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,65682484.26,1136.763,0.83,0.0,0.0,0.0,96.78,12.33,84.45,2.39,27.8,0.0,59.51,11.87,0.83,0.0,1e-08,1e-08,3
2015-04-30,0066581e,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,61478764.28,1168.647,0.83,0.0,0.0,0.0,96.78,12.33,84.45,2.39,27.8,0.0,59.51,11.87,0.83,0.0,0.028048062788813555,-0.06400062402268214,3
2015-05-31,0066581e,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,64785541.36,1187.993,2.79,0.0,0.0,0.0,94.82,11.49,83.33,2.39,29.03,0.0,56.4,11.78,2.79,0.0,0.01655418616571125,0.05378730556358535,3
2015-03-31,0066afee,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,1107312767.0,2063.38,3.67,0.0,0.0,0.0,85.56,42.98,42.58,10.77,5.17,0.0,91.45,0.0,3.12,0.32,1e-08,1e-08,3
2015-04-30,0066afee,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,1115820137.0,2079.63,5.06,0.0,0.0,0.0,84.55,42.58,41.97,10.39,4.87,0.0,90.09,0.0,5.23,-0.37,0.007875427696304227,0.007682897058117311,3
2015-05-31,0066afee,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,1096192260.0,2088.57,5.06,0.0,0.0,0.0,84.55,45.48,39.07,10.39,4.87,0.0,90.09,0.0,5.23,-0.37,0.004298841620865357,-0.017590538429223535,3
2015-03-31,0076c1e3,Zloty,Daily,Open-End Fund,Poland,Zloty,28158783.02,13.578,4.84,78.52,4.66,73.86,0.0,0.0,0.0,16.65,0.0,0.0,0.0,0.0,4.84,0.0,1e-08,1e-08,1
2015-04-30,0076c1e3,Zloty,Daily,Open-End Fund,Poland,Zloty,29329496.96,14.321,4.84,78.52,4.66,73.86,0.0,0.0,0.0,16.65,0.0,0.0,0.0,0.0,4.84,0.0,0.054720871998821696,0.04157544518768774,1
2015-05-31,0076c1e3,Zloty,Daily,Open-End Fund,Poland,Zloty,32631845.97,14.446,4.84,78.52,4.66,73.86,0.0,0.0,0.0,16.65,0.0,0.0,0.0,0.0,4.84,0.0,0.008728440751344158,0.11259480564919988,1
2015-03-31,0076ffa2,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,95655748.58,28.916,0.05,89.8,4.67,85.13,0.01,-0.01,0.02,10.14,0.17,0.0,-0.09,0.0,0.04,0.01,1e-08,1e-08,1
2015-04-30,0076ffa2,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,107388924.1,30.182,0.0,90.33,4.94,85.39,0.0,-0.02,0.02,9.67,0.16,0.0,-0.08,0.0,-0.01,0.01,0.04378198921012588,0.12266043279340555,1
2015-05-31,0076ffa2,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,110787061.7,31.137,-0.01,90.26,4.81,85.44,-0.01,0.0,-0.01,9.76,0.16,0.0,-0.05,0.0,-0.02,0.01,0.031641375654363646,0.03164327819166601,1
2015-03-31,00943e8b,Euro,Daily,Open-End Fund,Spain,Euro,330050373.5,18.918,25.16,4.13,0.0,4.13,59.17,4.8,54.38,11.53,5.51,0.0,63.89,0.0,20.38,4.78,1e-08,1e-08,0
2015-04-30,00943e8b,Euro,Daily,Open-End Fund,Spain,Euro,339657030.4,19.537,25.16,4.13,0.0,4.13,59.17,4.8,54.38,11.53,5.51,0.0,63.89,0.0,20.38,4.78,0.03272016069351946,0.029106638474990065,0
2015-05-31,00943e8b,Euro,Daily,Open-End Fund,Spain,Euro,341387809.5,19.74,28.99,5.44,0.59,4.85,54.05,5.94,48.1,11.52,2.28,0.0,64.56,0.0,33.8,-4.81,0.010390541024722255,0.005095666937798171,0
2015-03-31,00d070aa,Euro,Daily,Open-End Fund,Luxembourg,Euro,175376532.2,2.321,8.09,91.53,48.47,43.06,0.07,0.0,0.07,0.31,0.0,0.0,0.08,0.0,8.08,0.0,1e-08,1e-08,1
2015-04-30,00d070aa,Euro,Daily,Open-End Fund,Luxembourg,Euro,199637168.1,2.453,7.56,91.6,51.25,40.35,0.11,0.0,0.11,0.73,0.05,0.0,0.08,0.0,7.55,0.0,0.056872037914691864,0.13833456275856282,1
2015-05-31,00d070aa,Euro,Daily,Open-End Fund,Luxembourg,Euro,208012034.1,2.457,8.52,90.76,51.63,39.13,0.09,0.0,0.09,0.63,0.04,0.0,0.07,0.0,8.4,0.11,0.0016306563391765838,0.04195043477978477,1
2015-03-31,01046c7e,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,52638950.51,5.211,0.0,98.86,3.44,95.42,0.0,0.0,0.0,1.14,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1
2015-04-30,01046c7e,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,53785974.48,5.325,0.0,98.79,3.46,95.33,0.0,0.0,0.0,1.21,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.021876799078871523,0.021790403472844666,1
2015-05-31,01046c7e,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,55198424.75,5.465,0.0,98.85,2.04,96.81,0.0,0.0,0.0,1.15,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.026291079812206464,0.026260568552592067,1
2015-03-31,010acfd6,US Dollar,Daily,Open-End Fund,Ireland,US Dollar,270250000.0,35.857,0.51,99.18,0.0,99.18,0.46,0.0,0.46,-0.14,0.0,0.0,0.46,0.0,0.51,0.0,1e-08,1e-08,1
2015-04-30,010acfd6,US Dollar,Daily,Open-End Fund,Ireland,US Dollar,268466502.0,37.167,1.44,98.56,0.0,98.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.03653401009565771,-0.0065994375578168896,1
2015-05-31,010acfd6,US Dollar,Daily,Open-End Fund,Ireland,US Dollar,263379360.0,36.944,1.39,98.61,0.0,98.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,-0.00599994618882338,-0.018948889198846852,1
2015-03-31,014f5fc3,Euro,Daily,Open-End Fund,Luxembourg,Euro,9477195.36,71.569,5.58,72.27,34.42,37.85,10.42,0.14,10.28,11.73,6.7,0.0,11.61,3.4,5.58,-0.08,1e-08,1e-08,1
2015-04-30,014f5fc3,Euro,Daily,Open-End Fund,Luxembourg,Euro,10106845.11,76.394,11.44,56.11,26.99,29.12,17.36,0.22,17.14,15.09,7.77,0.0,17.94,6.41,11.44,-0.15,0.06741745727898962,0.06643840567617043,1
2015-05-31,014f5fc3,Euro,Daily,Open-End Fund,Luxembourg,Euro,9995170.64,75.808,6.38,63.28,28.3,34.98,11.92,0.0,11.92,18.43,6.09,0.0,21.49,2.76,6.38,0.0,-0.007670759483729084,-0.01104938967447966,1
2015-03-31,017846cc,Euro,Daily,Open-End Fund,Luxembourg,Euro,72355494.31,20.122,0.05,99.99,99.99,0.01,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.05,0.0,1e-08,1e-08,1
2015-04-30,017846cc,Euro,Daily,Open-End Fund,Luxembourg,Euro,80084229.01,21.837,-0.35,100.35,100.35,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,-0.35,0.0,0.0852300964118875,0.10681614124404981,1
2015-05-31,017846cc,Euro,Daily,Open-End Fund,Luxembourg,Euro,78448498.03,21.648,1.07,98.93,98.93,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,1.07,0.0,-0.008655035032284708,-0.02042513239149435,1
2015-03-31,01eaf27d,Euro,Daily,Open-End Fund,France,Euro,69375095.58,293.691,1.02,98.98,5.43,93.55,0.01,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,1.02,0.0,1e-08,1e-08,1
2015-04-30,01eaf27d,Euro,Daily,Open-End Fund,France,Euro,76136725.66,324.955,1.78,98.22,5.38,92.85,0.01,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,1.78,0.0,0.10645201929919557,0.09746480380993217,1
2015-05-31,01eaf27d,Euro,Daily,Open-End Fund,France,Euro,77428247.58,331.336,1.76,98.24,5.62,92.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.019636565062854938,0.01696319232018828,1
2015-03-31,02267d1d,Euro,Daily,Open-End Fund,Luxembourg,Euro,11789924.6,9.011,-58.41,150.2,72.07,78.13,0.02,0.0,0.01,8.19,0.01,0.0,0.03,0.0,-58.41,-0.01,1e-08,1e-08,1
2015-04-30,02267d1d,Euro,Daily,Open-End Fund,Luxembourg,Euro,12315706.76,9.478,-53.03,146.31,50.26,96.04,0.62,0.0,0.62,6.1,0.42,0.0,0.26,0.01,-53.03,0.0,0.05182554655421168,0.04459588825529903,1
2015-05-31,02267d1d,Euro,Daily,Open-End Fund,Luxembourg,Euro,12009672.14,9.346,-53.11,146.39,50.27,96.12,0.62,0.0,0.62,6.1,0.41,0.0,0.26,0.02,-53.11,0.0,-0.01392698881620591,-0.02484913176026282,1
2015-03-31,024a2ac8,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,198324539.0,14.484,1.18,97.87,0.0,97.87,0.0,0.0,0.0,0.95,0.0,0.0,1.02,0.0,1.11,0.0,1e-08,1e-08,1
2015-04-30,024a2ac8,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,200692107.0,14.976,3.23,95.71,0.0,95.71,0.01,0.0,0.01,1.06,0.0,0.0,1.1,0.0,3.19,0.0,0.03396851698425851,0.011937846985238698,1
2015-05-31,024a2ac8,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,201299987.0,15.213,4.2,94.41,0.0,94.41,0.0,0.0,0.0,1.39,0.0,0.0,1.46,0.0,4.12,0.0,0.015825320512820484,0.0030289183221341442,1
2015-03-31,025b709f,Euro,Daily,Open-End Fund,Germany,Euro,189796166.3,88.695,13.99,44.18,15.06,29.12,32.04,1.33,30.71,9.79,14.88,0.0,17.64,0.4,12.96,0.9,1e-08,1e-08,0
2015-04-30,025b709f,Euro,Daily,Open-End Fund,Germany,Euro,201579455.7,92.402,14.58,43.82,14.37,29.45,31.51,2.92,28.59,10.09,15.07,0.0,16.84,0.39,14.7,-0.14,0.04179491515869005,0.06208391681302361,0
2015-05-31,025b709f,Euro,Daily,Open-End Fund,Germany,Euro,207654108.8,93.346,15.69,43.8,14.99,28.81,30.83,2.78,28.05,9.68,14.49,0.0,16.81,0.37,15.76,-0.09,0.010216229085950657,0.030135278810557997,0
2015-03-31,027776d1,Euro,Monthly,Insurance Product Fund,Italy,,1e-08,25.639,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,027776d1,Euro,Monthly,Insurance Product Fund,Italy,,1e-08,25.604,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,-0.0013651078435196196,1e-08,0
2015-05-31,027776d1,Euro,Monthly,Insurance Product Fund,Italy,,1e-08,26.65,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.04085299172004375,1e-08,0
2015-03-31,0294be49,Euro,Daily,Open-End Fund,Luxembourg,Euro,1285068060.0,270.971,0.64,99.36,93.42,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1e-08,1e-08,1
2015-04-30,0294be49,Euro,Daily,Open-End Fund,Luxembourg,Euro,1337667732.0,286.51,0.25,99.75,93.79,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.05734562001099741,0.04093142895482127,1
2015-05-31,0294be49,Euro,Daily,Open-End Fund,Luxembourg,Euro,1208068176.0,287.541,0.69,99.31,93.31,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0035984782381068836,-0.09688471426774314,1
2015-03-31,029f1621,Euro,Daily,Open-End Fund,Finland,Euro,1524340808.0,17.849,0.02,99.97,58.77,41.2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,1e-08,1e-08,1
2015-04-30,029f1621,Euro,Daily,Open-End Fund,Finland,Euro,1552544739.0,18.81,0.02,99.97,59.88,40.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.05384055129138887,0.018502378767255356,1
2015-05-31,029f1621,Euro,Daily,Open-End Fund,Finland,Euro,1613105689.0,18.942,0.5,99.49,60.86,38.62,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.0,0.007017543859649145,0.03900753935052936,1
2015-03-31,02ab26f7,Euro,Daily,Open-End Fund,Germany,Euro,1380774917.0,74.31,1.07,0.0,0.0,0.0,97.04,16.59,80.44,1.9,4.41,0.0,94.52,0.0,1.07,0.0,1e-08,1e-08,3
2015-04-30,02ab26f7,Euro,Daily,Open-End Fund,Germany,Euro,1441089984.0,76.454,2.77,0.0,0.0,0.0,94.99,16.67,78.32,2.24,3.62,0.0,93.61,0.0,2.77,0.0,0.0288521060422553,0.04368204133592335,3
2015-05-31,02ab26f7,Euro,Daily,Open-End Fund,Germany,Euro,1378902523.0,76.491,1.87,0.0,0.0,0.0,95.36,17.75,77.61,2.77,2.98,0.0,95.15,0.0,1.87,0.0,0.00048395113401533685,-0.04315307280631264,3
2015-03-31,02ca64d5,Euro,Daily,Open-End Fund,Germany,Euro,12246894.57,74.317,9.95,31.21,9.0,22.21,57.29,9.41,47.88,1.55,23.1,0.0,30.96,7.69,7.17,0.0,1e-08,1e-08,0
2015-04-30,02ca64d5,Euro,Daily,Open-End Fund,Germany,Euro,12733071.72,77.153,17.7,29.28,8.79,20.5,51.06,8.18,42.88,1.96,18.42,0.0,31.77,5.79,17.71,-3.18,0.038160851487546665,0.039697994232018585,0
2015-05-31,02ca64d5,Euro,Daily,Open-End Fund,Germany,Euro,12874115.63,77.657,19.52,30.35,8.89,21.46,48.03,8.54,39.49,2.11,13.68,0.0,33.28,6.04,19.57,-3.18,0.006532474433916802,0.011076974441168064,0
2015-03-31,02cb4875,Euro,Daily,Open-End Fund,Spain,Euro,798634920.9,128.846,45.52,0.0,0.0,0.0,53.24,4.61,48.63,1.24,19.83,0.0,34.21,0.44,45.52,0.0,1e-08,1e-08,0
2015-04-30,02cb4875,Euro,Daily,Open-End Fund,Spain,Euro,851194963.9,132.991,45.52,0.0,0.0,0.0,53.24,4.61,48.63,1.24,19.83,0.0,34.21,0.44,45.52,0.0,0.032170187665895744,0.06581235258379237,0
2015-05-31,02cb4875,Euro,Daily,Open-End Fund,Spain,Euro,993218613.4,134.002,40.95,0.0,0.0,0.0,57.42,3.65,53.77,1.63,25.35,0.0,33.25,0.45,40.95,0.0,0.00760201818168138,0.16685207916324707,0
2015-03-31,02ded960,Zloty,Daily,Open-End Fund,Poland,Zloty,246589073.0,98.113,0.0,0.0,0.0,0.0,88.85,0.0,88.85,11.15,0.0,0.0,88.85,0.0,0.0,0.0,1e-08,1e-08,3
2015-04-30,02ded960,Zloty,Daily,Open-End Fund,Poland,Zloty,225237305.1,102.81,0.0,0.0,0.0,0.0,88.85,0.0,88.85,11.15,0.0,0.0,88.85,0.0,0.0,0.0,0.04787337050136076,-0.08658845925423475,3
2015-05-31,02ded960,Zloty,Daily,Open-End Fund,Poland,Zloty,232236898.9,104.218,0.0,0.0,0.0,0.0,88.85,0.0,88.85,11.15,0.0,0.0,88.85,0.0,0.0,0.0,0.013695165839898937,0.03107652969339325,3
2015-03-31,02e83d4b,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,91556070.8,9.484,0.01,99.0,4.76,94.24,0.0,0.0,0.0,0.99,0.0,0.0,0.12,0.0,0.01,0.0,1e-08,1e-08,1
2015-04-30,02e83d4b,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,98781506.17,9.653,0.01,98.93,4.91,94.02,0.0,0.0,0.0,1.06,0.0,0.0,0.13,0.0,0.01,0.0,0.017819485449177552,0.07891814608103531,1
2015-05-31,02e83d4b,Pound Sterling,Daily,Exchange-Traded Fund,Luxembourg,Pound Sterling,101670358.3,9.935,0.01,98.95,4.94,94.01,0.0,0.0,0.0,1.04,0.0,0.0,0.14,0.0,0.01,0.0,0.02921371594323019,0.029244868214788777,1
2015-03-31,02fe5d9d,Euro,Daily,Open-End Fund,Luxembourg,Euro,178865557.6,87.644,4.37,95.63,0.0,95.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.0,1e-08,1e-08,1
2015-04-30,02fe5d9d,Euro,Daily,Open-End Fund,Luxembourg,Euro,183520623.0,92.276,0.24,99.77,0.0,99.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.01,0.052850166582994795,0.026025499053373924,1
2015-05-31,02fe5d9d,Euro,Daily,Open-End Fund,Luxembourg,Euro,197818735.1,98.919,0.33,99.67,0.0,99.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,-0.06,0.07199055008886379,0.07791011095248956,1
2015-03-31,0316edcb,Euro,Daily,Open-End Fund,France,Euro,244968909.4,1646.054,5.58,0.0,0.0,0.0,91.15,3.23,87.92,3.27,2.94,0.0,88.24,0.0,5.58,0.0,1e-08,1e-08,3
2015-04-30,0316edcb,Euro,Daily,Open-End Fund,France,Euro,238694086.9,1708.186,2.96,0.0,0.0,0.0,96.95,1.8,95.14,0.09,2.58,0.0,94.42,0.0,-7.87,10.81,0.03774602777308633,-0.025614770933049646,3
2015-05-31,0316edcb,Euro,Daily,Open-End Fund,France,Euro,266017663.1,1719.339,4.68,0.0,0.0,0.0,95.21,3.17,92.04,0.11,2.63,0.0,92.66,0.0,-8.97,13.58,0.00652914846509689,0.11447110632215662,3
2015-03-31,031d30d5,US Dollar,Daily,Exchange-Traded Fund,Luxembourg,US Dollar,3152070158.0,79.249,0.0,99.85,1.2,98.65,0.0,0.0,0.0,0.15,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1
2015-04-30,031d30d5,US Dollar,Daily,Exchange-Traded Fund,Luxembourg,US Dollar,3305370955.0,83.609,0.0,99.84,1.33,98.51,0.0,0.0,0.0,0.16,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.05501646708475816,0.048634957128387724,1
2015-05-31,031d30d5,US Dollar,Daily,Exchange-Traded Fund,Luxembourg,US Dollar,3337491477.0,86.155,0.0,99.85,1.33,98.51,0.0,0.0,0.0,0.15,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.030451267208075672,0.009717675394772751,1
2015-03-31,0332dae9,Euro,Daily,Open-End Fund,Germany,Euro,9118797.94,83.711,3.81,93.11,47.16,45.95,0.03,0.01,0.02,3.05,0.01,0.0,0.02,0.0,3.78,0.03,1e-08,1e-08,1
2015-04-30,0332dae9,Euro,Daily,Open-End Fund,Germany,Euro,9675841.48,88.308,3.81,93.11,47.16,45.95,0.03,0.01,0.02,3.05,0.01,0.0,0.02,0.0,3.78,0.03,0.05491512465506343,0.061087387138660576,1
2015-05-31,0332dae9,Euro,Daily,Open-End Fund,Germany,Euro,9716557.03,88.401,3.81,93.11,47.16,45.95,0.03,0.01,0.02,3.05,0.01,0.0,0.02,0.0,3.78,0.03,0.0010531322190514558,0.004207959595468491,1
2015-03-31,033dbc8b,Euro,Daily,Insurance Product Fund,Belgium,Euro,158896346.9,243.99,2.64,20.18,11.33,8.85,56.63,12.27,44.36,20.55,32.23,0.03,17.72,7.71,2.88,1.02,1e-08,1e-08,0
2015-04-30,033dbc8b,Euro,Daily,Insurance Product Fund,Belgium,Euro,158799033.5,256.023,2.56,21.51,11.55,9.96,50.5,13.31,37.19,25.42,29.14,0.03,15.82,8.15,3.94,-1.9,0.04931759498340105,-0.0006124332113264241,0
2015-05-31,033dbc8b,Euro,Daily,Insurance Product Fund,Belgium,Euro,158101290.0,253.715,3.55,21.53,11.56,9.97,55.24,15.1,40.13,19.69,32.2,0.03,16.82,8.86,4.93,-1.9,-0.009014815075208182,-0.004393877498001242,0
2015-03-31,034628b9,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,153497132.0,2365.955,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,034628b9,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,160041470.8,2461.237,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.04027210999363895,0.04263492558284421,0
2015-05-31,034628b9,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,163884250.9,2508.127,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.01905139570061709,0.02401115211445548,0
2015-03-31,038cc7fb,Euro,Daily,Insurance Product Fund,Ireland,Pound Sterling,395340.23,21.653,1.12,98.88,2.41,96.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1e-08,1e-08,1
2015-04-30,038cc7fb,Euro,Daily,Insurance Product Fund,Ireland,Pound Sterling,405030.26,23.024,0.99,99.01,0.0,99.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.06331686140488624,0.024510609507157888,1
2015-05-31,038cc7fb,Euro,Daily,Insurance Product Fund,Ireland,Pound Sterling,414390.27,23.585,1.61,98.39,0.0,98.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,-0.01,0.024365879082696384,0.02310940915871318,1
2015-03-31,039f6558,Euro,Daily,Open-End Fund,France,Euro,548531469.5,6662.05,5.83,94.17,0.97,93.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,1e-08,1e-08,1
2015-04-30,039f6558,Euro,Daily,Open-End Fund,France,Euro,572774826.5,6973.802,3.58,96.11,0.89,95.22,0.29,0.03,0.26,0.02,0.01,0.0,0.29,0.0,3.58,0.0,0.04679520567993323,0.044196838919922765,1
2015-05-31,039f6558,Euro,Daily,Open-End Fund,France,Euro,597985881.6,7244.787,3.58,96.11,0.89,95.22,0.29,0.03,0.26,0.02,0.01,0.0,0.29,0.0,3.58,0.0,0.0388575700887408,0.04401564791884227,1
2015-03-31,03a843d6,Pound Sterling,Daily,Insurance Product Fund,Ireland,Pound Sterling,3082569.97,2.573,1.71,0.0,0.0,0.0,98.29,0.0,98.29,0.0,97.46,0.0,0.83,0.0,1.71,0.0,1e-08,1e-08,3
2015-04-30,03a843d6,Pound Sterling,Daily,Insurance Product Fund,Ireland,Pound Sterling,3069628.86,2.627,0.22,0.0,0.0,0.0,99.78,0.0,99.78,0.0,98.94,0.0,0.83,0.0,0.22,0.0,0.020987174504469408,-0.004198156124903929,3
2015-05-31,03a843d6,Pound Sterling,Daily,Insurance Product Fund,Ireland,Pound Sterling,3075818.96,2.673,0.47,0.0,0.0,0.0,99.53,0.0,99.53,0.0,98.69,0.0,0.84,0.0,0.47,0.0,0.017510468214693597,0.0020165630056006023,3
2015-03-31,03c0c492,Swedish Krona,Daily,Open-End Fund,Sweden,Swedish Krona,3285081.09,16.659,77.52,29.52,27.62,1.91,0.0,0.0,0.0,-7.05,0.0,0.0,0.0,0.0,77.52,0.0,1e-08,1e-08,4
2015-04-30,03c0c492,Swedish Krona,Daily,Open-End Fund,Sweden,Swedish Krona,3438488.66,17.43,77.52,29.52,27.62,1.91,0.0,0.0,0.0,-7.05,0.0,0.0,0.0,0.0,77.52,0.0,0.04628128939312082,0.04669825973763109,4
