Date,Security ID,Base Currency,Pricing Frequency,Investment Type,Domicile,Portfolio Currency,Fund Size (USD),NAV (Daily - USD),Asset Allocation - Cash (%),Asset Allocation - Equity (%),Asset Allocation - US Equity (%),Asset Allocation - Non-US Equity (%),Asset Allocation - Bonds (%),Asset Allocation - US Bonds (%),Asset Allocation - Non-US Bonds (%),Asset Allocation - Other (%),Fixed Income - Government (%),Fixed Income - Municipal (%),Fixed Income - Corporate (%),Fixed Income - Securitized (%),Fixed Income - Cash Equivalents (%),Fixed Income - Derivatives (%),NAV_pct_change,Fund_Size_pct_change,Cluster
2015-04-30,9afb48f7,US Dollar,Daily,Open-End Fund,Luxembourg,Euro,78337593.0,1.301,18.77,0.0,0.0,0.0,75.7,40.55,35.14,5.53,46.93,0.0,30.12,4.18,18.77,0.0,0.0007692307692306333,0.012080953925814653,3
2015-05-31,9afb48f7,US Dollar,Daily,Open-End Fund,Luxembourg,Euro,79255139.0,1.303,16.02,0.0,0.0,0.0,78.49,39.78,38.71,5.49,49.94,0.0,29.9,4.14,16.02,0.0,0.001537279016141424,0.011712716268931,3
2015-03-31,9affb141,Pound Sterling,Daily,Insurance Product Fund,Ireland,,42531.26,1.154,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,9affb141,Pound Sterling,Daily,Insurance Product Fund,Ireland,,42531.26,1.154,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0,0.0,0
2015-05-31,9affb141,Pound Sterling,Daily,Insurance Product Fund,Ireland,,42531.26,1.154,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0,0.0,0
2015-03-31,9b060554,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,913716049.4,1875.267,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,9b060554,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,939966655.0,1929.142,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.02872924228923135,0.028729500392641327,0
2015-05-31,9b060554,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,943130132.6,1935.635,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.003365744978855778,0.0033655210886178732,0
2015-03-31,9b1c061c,Euro,Daily,Open-End Fund,Germany,Euro,47637679.54,183.039,3.22,96.78,1.57,95.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,1e-08,1e-08,1
2015-04-30,9b1c061c,Euro,Daily,Open-End Fund,Germany,Euro,52853495.09,194.92,1.63,98.37,1.66,96.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.06490966406066456,0.10948928663959023,1
2015-05-31,9b1c061c,Euro,Daily,Open-End Fund,Germany,Euro,53248271.65,200.471,7.98,92.02,1.52,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98,0.0,0.02847835009234556,0.007469261196970223,1
2015-03-31,9b2eeab5,Euro,Weekly,Insurance Product Fund,Belgium,Euro,1e-08,144.12,0.83,73.41,34.73,38.69,5.69,1.33,4.36,20.07,4.77,0.0,1.05,0.0,0.83,0.0,1e-08,1e-08,1
2015-04-30,9b2eeab5,Euro,Weekly,Insurance Product Fund,Belgium,Euro,1e-08,151.047,0.83,73.41,34.73,38.69,5.69,1.33,4.36,20.07,4.77,0.0,1.05,0.0,0.83,0.0,0.04806411323896742,1e-08,1
2015-05-31,9b2eeab5,Euro,Weekly,Insurance Product Fund,Belgium,Euro,1e-08,152.58,0.83,73.41,34.73,38.69,5.69,1.33,4.36,20.07,4.77,0.0,1.05,0.0,0.83,0.0,0.010149158871080033,1e-08,1
2015-03-31,9b3c1f6c,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,3512551218.0,277.04,3.96,0.0,0.0,0.0,95.32,85.18,10.14,0.72,0.0,0.0,96.04,0.0,3.96,0.0,1e-08,1e-08,3
2015-04-30,9b3c1f6c,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,3557938824.0,279.49,3.96,0.0,0.0,0.0,95.32,85.09,10.23,0.72,0.0,0.0,96.04,0.0,3.96,0.0,0.008843488304937974,0.012921549945638322,3
2015-05-31,9b3c1f6c,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,3457033820.0,280.33,2.87,0.0,0.0,0.0,96.74,87.24,9.51,0.38,0.0,0.0,97.13,0.0,2.87,0.0,0.0030054742566816284,-0.028360522479854766,3
2015-03-31,9bd91f77,Zloty,Daily,Open-End Fund,Poland,Polish Zloty (Obsolete),63002951.04,14.576,0.5,97.95,0.84,97.11,0.0,0.0,0.0,1.55,0.0,0.0,1.55,0.0,0.5,0.0,1e-08,1e-08,1
2015-04-30,9bd91f77,Zloty,Daily,Open-End Fund,Poland,Polish Zloty (Obsolete),64031677.39,15.511,0.5,97.95,0.84,97.11,0.0,0.0,0.0,1.55,0.0,0.0,1.55,0.0,0.5,0.0,0.06414654226125127,0.01632822483738705,1
2015-05-31,9bd91f77,Zloty,Daily,Open-End Fund,Poland,Polish Zloty (Obsolete),66641506.17,15.923,0.5,97.95,0.84,97.11,0.0,0.0,0.0,1.55,0.0,0.0,1.55,0.0,0.5,0.0,0.02656179485526411,0.04075840094121275,1
2015-03-31,9c9fdc7c,Swiss Franc,Daily,Insurance Product Fund,Switzerland,Swiss Franc,1e-08,1718.059,1e-08,1e-08,1e-08,0.0,1e-08,1e-08,0.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,9c9fdc7c,Swiss Franc,Daily,Insurance Product Fund,Switzerland,Swiss Franc,1e-08,1794.633,1e-08,1e-08,1e-08,0.0,1e-08,1e-08,0.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.044570064241099994,1e-08,0
2015-05-31,9c9fdc7c,Swiss Franc,Daily,Insurance Product Fund,Switzerland,Swiss Franc,1e-08,1823.232,1e-08,1e-08,1e-08,0.0,1e-08,1e-08,0.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.015935848722273604,1e-08,0
2015-03-31,9ca5fcb4,Euro,Daily,Open-End Fund,Luxembourg,US Dollar,4066990.75,242.453,1.44,98.56,0.0,98.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1e-08,1e-08,1
2015-04-30,9ca5fcb4,Euro,Daily,Open-End Fund,Luxembourg,US Dollar,5547392.61,236.171,1.34,98.66,0.0,98.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,-0.025910176405324004,0.3640042358099782,1
2015-05-31,9ca5fcb4,Euro,Daily,Open-End Fund,Luxembourg,US Dollar,4962845.79,240.657,1.03,98.97,0.0,98.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.018994711459070057,-0.1053732557068825,1
2015-03-31,9cb0d88b,US Dollar,Daily,Open-End Fund,Ireland,US Dollar,2033998343.0,41.85,-0.55,100.55,79.17,21.38,0.0,0.0,0.0,0.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1
2015-04-30,9cb0d88b,US Dollar,Daily,Open-End Fund,Ireland,US Dollar,2176315696.0,44.52,-0.55,100.55,79.17,21.38,0.0,0.0,0.0,0.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.06379928315412187,0.06996925709884905,1
2015-05-31,9cb0d88b,US Dollar,Daily,Open-End Fund,Ireland,US Dollar,2077119530.0,43.73,-0.49,100.49,79.86,20.63,0.0,0.0,0.0,0.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,-0.017744833782569747,-0.04557986057919783,1
2015-03-31,9cb24e5d,Swiss Franc,Daily,Open-End Fund,Germany,Swiss Franc,324479162.4,91.205,0.08,99.92,0.0,99.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1e-08,1e-08,1
2015-04-30,9cb24e5d,Swiss Franc,Daily,Open-End Fund,Germany,Swiss Franc,343486167.6,96.361,-0.33,100.33,0.0,100.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.056531988377830134,0.05857696703669757,1
2015-05-31,9cb24e5d,Swiss Franc,Daily,Open-End Fund,Germany,Euro,358044993.0,100.383,0.86,99.14,0.0,99.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.041738877761750004,0.04238547799966774,1
2015-03-31,9cbf08fc,Euro,Daily,Open-End Fund,Spain,Euro,58942238.77,16.543,9.11,90.89,56.74,34.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.04,59.15,1e-08,1e-08,1
2015-04-30,9cbf08fc,Euro,Daily,Open-End Fund,Spain,Euro,63502394.54,17.693,6.18,93.82,60.77,33.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.94,55.12,0.06951580729009255,0.07736651788531979,1
2015-05-31,9cbf08fc,Euro,Daily,Open-End Fund,Spain,Euro,65285678.26,17.998,6.98,92.97,45.03,47.95,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,-45.66,52.64,0.017238455886508852,0.028082149231029696,1
2015-03-31,9cd3da7a,Norwegian Krone,Daily,Open-End Fund,Luxembourg,Norwegian Krone,1958441978.0,20.932,10.59,0.0,0.0,0.0,83.87,90.59,-6.72,5.54,25.77,0.0,62.85,1.85,10.47,0.4,1e-08,1e-08,3
2015-04-30,9cd3da7a,Norwegian Krone,Daily,Open-End Fund,Luxembourg,Norwegian Krone,2052657195.0,21.937,9.96,0.0,0.0,0.0,82.42,95.92,-13.5,7.63,24.4,0.0,63.54,1.7,9.96,0.35,0.04801261226829756,0.048107229143553365,3
2015-05-31,9cd3da7a,Norwegian Krone,Daily,Open-End Fund,Luxembourg,Norwegian Krone,2031233874.0,21.68,9.5,0.0,0.0,0.0,83.09,93.47,-10.38,7.4,25.06,0.0,63.63,1.61,9.5,0.4,-0.01171536673200535,-0.01043687229030954,3
2015-03-31,9cd4c23b,Euro,Daily,Open-End Fund,Germany,Euro,166799628.2,132.368,0.37,-0.01,0.0,-0.01,99.64,0.0,99.64,0.0,0.71,0.0,3.38,95.62,0.37,-0.07,1e-08,1e-08,3
2015-04-30,9cd4c23b,Euro,Daily,Open-End Fund,Germany,Euro,173085303.4,136.574,4.33,0.0,0.0,0.0,95.67,0.0,95.67,0.0,0.7,0.0,3.29,91.61,4.33,0.07,0.031775051371932816,0.037683988074980634,3
2015-05-31,9cd4c23b,Euro,Daily,Open-End Fund,Germany,Euro,173329279.4,137.163,5.54,0.0,0.0,0.0,94.46,0.0,94.46,0.0,12.2,0.0,3.3,78.94,5.54,0.03,0.0043126803051825036,0.0014095708601913337,3
2015-03-31,9cdcccc1,Euro,Daily,Exchange-Traded Fund,Luxembourg,Euro,397423152.4,245.893,0.14,0.0,0.0,0.0,99.86,0.0,99.86,0.0,99.86,0.0,0.0,0.0,0.14,0.0,1e-08,1e-08,3
2015-04-30,9cdcccc1,Euro,Daily,Exchange-Traded Fund,Luxembourg,Euro,496368020.8,253.136,0.14,0.0,0.0,0.0,99.86,0.0,99.86,0.0,99.86,0.0,0.0,0.0,0.14,0.0,0.029455901550674568,0.24896603985570942,3
2015-05-31,9cdcccc1,Euro,Daily,Exchange-Traded Fund,Luxembourg,Euro,519070224.6,254.962,0.2,0.0,0.0,0.0,99.8,0.0,99.8,0.0,99.8,0.0,0.0,0.0,0.2,0.0,0.007213513684343642,0.04573663662580585,3
2015-03-31,9d10167f,Pound Sterling,Daily,Insurance Product Fund,Ireland,US Dollar,1e-08,2.793,1.48,98.52,52.78,45.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,-0.07,1e-08,1e-08,1
2015-04-30,9d10167f,Pound Sterling,Daily,Insurance Product Fund,Ireland,US Dollar,90477705.78,2.959,0.93,99.07,54.03,45.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-0.34,0.059434300035803744,1e-08,1
2015-05-31,9d10167f,Pound Sterling,Daily,Insurance Product Fund,Ireland,US Dollar,90737637.54,3.024,1.66,98.34,53.66,44.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.03,0.02196688070294006,0.0028728818636498676,1
2015-03-31,9d357b6d,Euro,Weekly,Open-End Fund,France,Euro,5010480.21,115.765,1.15,98.37,8.78,89.59,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.0,1.15,0.0,1e-08,1e-08,1
2015-04-30,9d357b6d,Euro,Weekly,Open-End Fund,France,Euro,5497914.09,127.139,0.24,97.44,11.45,85.99,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.24,0.0,0.09825076663931243,0.09728286702483557,1
2015-05-31,9d357b6d,Euro,Weekly,Open-End Fund,France,Euro,5872948.01,137.865,0.7,97.16,12.0,85.16,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.7,0.0,0.08436435712094648,0.06821385599351926,1
2015-03-31,9d59fdbc,Euro,Daily,Open-End Fund,Luxembourg,Euro,46025966.66,190.239,2.91,0.0,0.0,0.0,70.21,0.53,69.68,26.88,0.0,0.0,89.16,0.0,2.91,0.0,1e-08,1e-08,3
2015-04-30,9d59fdbc,Euro,Daily,Open-End Fund,Luxembourg,Euro,48572687.52,195.972,2.91,0.0,0.0,0.0,70.21,0.53,69.68,26.88,0.0,0.0,92.09,0.0,0.21,0.0,0.030135776575781037,0.055332262303429136,3
2015-05-31,9d59fdbc,Euro,Daily,Open-End Fund,Luxembourg,Euro,46646768.26,197.047,0.68,0.0,0.0,0.0,74.74,1.01,73.73,24.58,0.25,0.0,94.03,0.0,0.68,0.0,0.005485477517196191,-0.03965025116650178,3
2015-03-31,9d790ac1,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,355320340.3,1596.035,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,9d790ac1,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,367194401.0,1649.372,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.033418440071802946,0.033417903095484425,0
2015-05-31,9d790ac1,Swiss Franc,Daily,Insurance Product Fund,Switzerland,,371552298.2,1668.941,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.011864515706583978,0.011868092727263635,0
2015-03-31,9d968974,Euro,Daily,Open-End Fund,Finland,Euro,1305990725.0,117.066,3.13,0.0,0.0,0.0,96.09,0.0,96.09,0.78,5.87,0.0,91.0,0.0,3.5,-0.37,1e-08,1e-08,3
2015-04-30,9d968974,Euro,Daily,Open-End Fund,Finland,Euro,1276820063.0,121.327,2.31,0.0,0.0,0.0,97.11,0.0,97.11,0.58,5.93,0.0,91.76,0.0,1.97,0.35,0.036398271060769094,-0.022336040709630578,3
2015-05-31,9d968974,Euro,Daily,Open-End Fund,Finland,Euro,1305152951.0,122.286,2.26,0.0,0.0,0.0,97.16,0.0,97.16,0.58,5.96,0.0,91.78,0.0,2.42,-0.16,0.007904258738780312,0.02219019642707476,3
2015-03-31,9da29dbd,Euro,Daily,Open-End Fund,France,Euro,14589763189.0,125.97,80.68,0.0,0.0,0.0,19.15,1.12,18.04,0.17,0.0,0.0,19.17,0.0,80.68,0.0,1e-08,1e-08,4
2015-04-30,9da29dbd,Euro,Daily,Open-End Fund,France,Euro,20338113418.0,130.042,80.68,0.0,0.0,0.0,19.15,1.12,18.04,0.17,0.0,0.0,19.17,0.0,80.68,0.0,0.03232515678336112,0.39399887129998024,4
2015-05-31,9da29dbd,Euro,Daily,Open-End Fund,France,Euro,18929622368.0,130.725,75.31,0.0,0.0,0.0,24.47,2.2,22.27,0.22,0.33,0.0,24.26,0.0,75.31,0.0,0.0052521493056088,-0.06925377103824348,4
2015-03-31,9db82313,Euro,Daily,Open-End Fund,Luxembourg,Euro,621456464.2,295.696,-77.02,101.27,87.29,13.98,75.75,1.73,74.01,0.0,48.42,0.0,15.84,11.49,-77.02,0.0,1e-08,1e-08,1
2015-04-30,9db82313,Euro,Daily,Open-End Fund,Luxembourg,Euro,673577734.6,317.321,-83.59,109.34,94.99,14.36,74.25,1.72,72.53,0.0,50.25,0.0,15.64,8.36,-83.59,0.0,0.07313254152913795,0.08386954421191128,1
2015-05-31,9db82313,Euro,Daily,Open-End Fund,Luxembourg,Euro,682722932.8,321.213,-64.2,94.88,77.48,17.4,68.57,1.66,66.9,0.75,48.28,0.0,15.47,5.53,-64.2,0.0,0.012265182575373235,0.013577049433545652,1
2015-03-31,9db98612,Euro,Daily,Insurance Product Fund,Spain,Euro,297590755.1,9.457,-3.55,54.02,10.45,43.57,48.81,2.32,46.5,0.71,31.31,0.0,18.41,0.27,-1.65,-1.9,1e-08,1e-08,0
2015-04-30,9db98612,Euro,Daily,Insurance Product Fund,Spain,Euro,316812188.7,9.912,-16.12,48.25,7.9,40.35,57.05,2.0,55.05,10.83,40.2,0.0,18.23,0.23,-14.22,-1.9,0.04811250925240573,0.06459015702131254,0
2015-05-31,9db98612,Euro,Daily,Insurance Product Fund,Spain,Euro,327443075.0,9.991,-16.12,48.25,7.9,40.35,57.05,2.0,55.05,10.83,40.2,0.0,18.23,0.23,-14.22,-1.9,0.007970137207425232,0.033555799553112386,0
2015-03-31,9dccf0eb,Euro,Semi-Monthly,Open-End Fund,Luxembourg,Euro,15255815.87,20.044,1.49,98.51,18.3,80.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,-0.44,1e-08,1e-08,1
2015-04-30,9dccf0eb,Euro,Semi-Monthly,Open-End Fund,Luxembourg,Euro,15229652.15,20.361,1.49,98.51,18.3,80.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,-0.44,0.015815206545599647,-0.0017149997235774705,1
2015-05-31,9dccf0eb,Euro,Semi-Monthly,Open-End Fund,Luxembourg,Euro,15667384.97,20.918,5.25,94.75,17.7,77.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.027356220224939776,0.028742141691003864,1
2015-03-31,9dde924d,Danish Krone,Daily,Open-End Fund,Denmark,Danish Krone,163560422.5,44.547,0.49,99.51,27.4,72.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,1e-08,1e-08,1
2015-04-30,9dde924d,Danish Krone,Daily,Open-End Fund,Denmark,Danish Krone,167326034.0,45.702,0.49,99.51,27.4,72.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.02592767189709755,0.02302275478653759,1
2015-05-31,9dde924d,Danish Krone,Daily,Open-End Fund,Denmark,Danish Krone,172222507.5,47.356,1.01,98.99,27.52,71.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.036190976324887325,0.029263070324131446,1
2015-03-31,9df254bc,Euro,Daily,Open-End Fund,France,Euro,42542554.32,233.752,11.55,69.98,0.0,69.98,18.17,0.37,17.8,0.3,0.0,0.0,18.17,0.0,11.55,0.0,1e-08,1e-08,1
2015-04-30,9df254bc,Euro,Daily,Open-End Fund,France,Euro,45656221.29,247.461,11.55,69.98,0.0,69.98,18.17,0.37,17.8,0.3,0.0,0.0,18.17,0.0,11.55,0.0,0.058647626544371834,0.07318946922132064,1
2015-05-31,9df254bc,Euro,Daily,Open-End Fund,France,Euro,45600741.85,247.825,20.85,59.86,0.0,59.86,19.0,0.38,18.62,0.29,0.01,0.0,18.99,0.0,20.85,0.0,0.0014709388550113722,-0.0012151561919152565,1
2015-03-31,9e25c2d4,Euro,Daily,Insurance Product Fund,Belgium,Euro,9216365.66,71.491,87.75,0.0,0.0,0.0,12.24,0.0,12.24,0.01,0.58,0.0,10.71,0.0,88.7,0.0,1e-08,1e-08,4
2015-04-30,9e25c2d4,Euro,Daily,Insurance Product Fund,Belgium,Euro,8700805.45,73.786,86.63,0.0,0.0,0.0,13.35,0.0,13.35,0.02,0.35,0.0,11.9,0.0,87.74,0.0,0.032101942901903824,-0.05593964356661618,4
2015-05-31,9e25c2d4,Euro,Daily,Insurance Product Fund,Belgium,Euro,11003665.4,74.173,84.37,0.0,0.0,0.0,15.62,0.0,15.62,0.0,0.75,0.0,14.66,0.0,84.58,0.0,0.005244897406011972,0.264672042517627,4
2015-03-31,9e3cd484,Swiss Franc,Daily,Open-End Fund,Switzerland,US Dollar,25001047.55,96.167,0.4,0.0,0.0,0.0,99.6,49.89,49.7,0.0,85.72,0.0,13.87,0.0,0.4,0.0,1e-08,1e-08,3
2015-04-30,9e3cd484,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,25531029.03,96.888,0.3,0.0,0.0,0.0,99.7,49.72,49.98,0.0,85.79,0.0,13.91,0.0,0.3,0.0,0.007497374359187736,0.021198370945860745,3
2015-05-31,9e3cd484,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,25854499.19,97.283,5.58,0.0,0.0,0.0,94.42,45.61,48.81,0.0,80.88,0.0,13.54,0.0,5.58,0.0,0.00407687226488318,0.012669687524929252,3
2015-03-31,9e6b85f1,Pound Sterling,Daily,Insurance Product Fund,Ireland,,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,9e6b85f1,Pound Sterling,Daily,Insurance Product Fund,Ireland,,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-05-31,9e6b85f1,Pound Sterling,Daily,Insurance Product Fund,Ireland,,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-03-31,9e9d1f94,Pound Sterling,Daily,Insurance Product Fund,Ireland,,8279695.88,3.626,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
2015-04-30,9e9d1f94,Pound Sterling,Daily,Insurance Product Fund,Ireland,,8683306.6,3.83,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0562603419746277,0.04874704649176076,0
2015-05-31,9e9d1f94,Pound Sterling,Daily,Insurance Product Fund,Ireland,,8864050.25,3.915,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.022193211488250597,0.020815071760796888,0
2015-03-31,9ea88f77,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,133842316.0,13.9,6.71,0.0,0.0,0.0,92.96,0.07,92.89,0.33,91.03,0.0,2.28,0.0,6.7,-0.02,1e-08,1e-08,3
2015-04-30,9ea88f77,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,153621943.0,14.38,7.09,0.0,0.0,0.0,92.91,0.27,92.65,0.0,90.7,0.0,2.05,0.0,7.09,0.17,0.03453237410071952,0.14778305988070328,3
2015-05-31,9ea88f77,US Dollar,Daily,Open-End Fund,Luxembourg,US Dollar,167675418.0,14.63,7.09,0.0,0.0,0.0,92.91,0.27,92.65,0.0,90.7,0.0,2.05,0.0,7.09,0.17,0.017385257301808066,0.09148090907820383,3
2015-03-31,9ecbc208,Euro,Daily,Open-End Fund,Luxembourg,Euro,25894892.69,152.691,3.41,96.59,9.24,87.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,1e-08,1e-08,1
2015-04-30,9ecbc208,Euro,Daily,Open-End Fund,Luxembourg,Euro,27617284.98,162.87,2.99,97.01,11.02,85.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.066664046996876,0.06651474909047006,1
2015-05-31,9ecbc208,Euro,Daily,Open-End Fund,Luxembourg,Euro,27362602.93,167.812,1.99,98.01,9.1,88.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.03034321851783628,-0.009221835172589787,1
2015-03-31,9ed3bbba,Pound Sterling,Daily,Insurance Product Fund,Ireland,Pound Sterling,1e-08,1e-08,-1.55,98.91,8.81,90.1,0.53,0.0,0.53,2.12,0.0,0.0,0.93,0.0,-1.55,0.0,1e-08,1e-08,1
2015-04-30,9ed3bbba,Pound Sterling,Daily,Insurance Product Fund,Ireland,Pound Sterling,1e-08,1e-08,-1.55,98.91,8.81,90.1,0.53,0.0,0.53,2.12,0.0,0.0,0.93,0.0,-1.55,0.0,1e-08,1e-08,1
2015-05-31,9ed3bbba,Pound Sterling,Daily,Insurance Product Fund,Ireland,Pound Sterling,1e-08,1e-08,-1.55,98.91,8.81,90.1,0.53,0.0,0.53,2.12,0.0,0.0,0.93,0.0,-1.55,0.0,1e-08,1e-08,1
2015-03-31,9ede0bef,Swiss Franc,Daily,Exchange-Traded Fund,Switzerland,Swiss Franc,703071262.2,197.758,0.09,99.91,0.0,99.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1e-08,1e-08,1
2015-04-30,9ede0bef,Swiss Franc,Daily,Exchange-Traded Fund,Switzerland,Swiss Franc,741347258.6,206.535,-0.02,100.02,0.0,100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0443825281404544,0.05444113343536405,1
2015-05-31,9ede0bef,Swiss Franc,Daily,Exchange-Traded Fund,Switzerland,Swiss Franc,710909935.4,215.911,0.03,99.97,0.0,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04539666400367981,-0.04105676907402278,1
2015-03-31,9efa502c,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,665693343.6,1193.129,1.33,0.0,0.0,0.0,98.02,0.0,98.02,0.64,14.4,1.91,80.54,0.0,1.33,0.0,1e-08,1e-08,3
2015-04-30,9efa502c,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,685287577.0,1233.379,2.26,0.0,0.0,0.0,97.74,0.0,97.74,0.0,50.52,0.0,28.19,19.03,2.26,0.0,0.03373482666166017,0.02943432375940014,3
2015-05-31,9efa502c,Swiss Franc,Daily,Open-End Fund,Switzerland,Swiss Franc,700104735.3,1247.608,1.21,0.0,0.0,0.0,98.79,0.0,98.79,0.0,50.66,0.0,28.69,19.44,1.21,0.0,0.01153659986103217,0.021621810751138115,3
2015-03-31,9f1f11c9,Euro,Daily,Exchange-Traded Fund,France,Euro,488640988.6,121.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0
